Source,Target
0,155
0,91
0,83
0,342
0,292
0,194
0,197
0,704
0,332
0,316
0,763
1,301
1,565
1,457
1,195
1,289
1,316
2,362
2,426
2,117
2,37
2,550
2,127
2,59
2,412
2,723
2,428
2,43
2,15
3,698
3,408
3,179
3,17
3,174
3,506
3,434
3,414
3,695
3,553
3,445
3,367
3,50
3,82
3,139
3,128
4,600
4,805
4,751
4,125
4,372
4,43
4,747
4,448
4,203
4,377
4,746
4,164
5,233
5,325
5,44
5,30
5,372
5,572
5,634
5,159
5,733
6,567
6,285
6,419
6,580
6,448
6,435
6,499
6,466
6,723
7,217
7,295
7,764
7,145
7,513
7,607
7,752
7,610
7,676
7,109
7,305
7,84
7,812
7,457
7,157
7,406
7,235
7,560
7,228
8,570
8,729
8,613
8,257
8,514
8,519
8,42
8,790
8,735
8,603
8,508
8,552
8,343
8,606
8,378
8,676
8,648
8,26
9,99
9,456
9,623
9,49
9,771
9,779
9,219
9,504
9,701
9,588
9,138
10,697
10,307
10,126
10,350
10,66
10,801
10,57
10,556
10,566
10,728
10,283
10,613
11,743
11,103
11,311
11,335
11,593
11,641
11,627
11,86
11,132
11,808
12,440
12,261
12,512
12,281
12,48
12,585
12,805
12,207
12,573
12,518
12,667
12,452
12,723
12,569
12,513
13,359
13,415
13,23
13,272
13,313
13,311
13,687
13,484
13,413
13,188
13,761
13,287
13,774
13,395
13,474
13,523
13,14
13,626
13,83
13,110
13,812
14,40
14,638
14,189
14,255
14,672
14,727
14,333
14,153
14,224
14,20
14,630
14,84
14,645
15,266
15,533
15,68
15,611
15,712
15,56
15,794
15,442
15,574
15,544
15,22
15,660
15,587
15,113
15,616
15,503
15,32
16,827
16,292
16,594
16,428
16,307
16,503
16,212
16,373
16,274
16,695
16,615
16,660
16,717
17,565
17,58
17,114
17,212
17,30
17,336
17,424
17,596
17,186
17,768
17,609
17,62
17,452
17,324
18,133
18,823
18,644
18,709
18,727
18,729
18,372
18,115
18,541
18,769
18,93
18,398
18,408
18,681
18,626
18,100
18,149
19,615
19,375
19,79
19,253
19,172
19,498
19,413
19,382
19,247
19,257
19,594
19,567
19,385
19,706
19,92
19,787
20,793
20,599
20,743
20,116
20,42
20,258
20,335
20,790
20,220
20,158
20,173
20,189
20,170
20,736
21,147
21,751
21,342
21,468
21,339
21,630
21,616
21,752
21,642
21,271
21,628
22,182
22,720
22,518
22,807
22,42
22,154
22,692
22,324
22,446
22,475
22,467
22,116
22,129
22,606
22,399
23,193
23,599
23,94
23,699
23,807
23,714
23,101
23,68
23,100
23,788
23,796
23,28
23,438
23,461
23,169
24,87
24,594
24,220
24,69
24,731
24,389
24,81
24,713
24,689
24,197
24,538
24,621
24,61
24,161
24,523
24,82
25,218
25,609
25,734
25,634
25,301
25,442
25,817
25,52
25,454
25,213
25,482
25,441
25,658
25,308
25,598
26,686
26,602
26,272
26,77
26,777
26,452
26,293
26,209
26,192
26,207
26,197
26,111
26,619
26,35
26,588
26,358
26,280
26,652
26,724
27,809
27,262
27,39
27,382
27,336
27,820
27,165
27,672
27,717
27,715
27,383
27,626
28,39
28,780
28,67
28,175
28,258
28,55
28,59
28,181
28,618
28,323
28,710
28,190
28,760
28,222
28,224
28,84
29,456
29,532
29,338
29,329
29,528
29,569
29,283
29,567
29,57
29,44
29,242
29,530
30,549
30,699
30,485
30,654
30,370
30,695
30,446
30,794
30,607
30,321
30,576
30,639
30,477
30,587
30,244
30,372
30,51
30,708
30,622
30,620
31,459
31,224
31,307
31,509
