Source,Target
0,779
0,180
0,134
0,525
0,65
0,805
0,261
0,726
0,447
0,623
0,542
0,771
0,781
0,452
0,389
0,249
0,694
0,434
0,383
0,472
1,127
1,72
1,524
1,410
1,730
1,727
1,607
1,94
1,452
1,512
1,306
1,165
1,677
1,148
1,650
1,132
1,318
1,27
2,89
2,664
2,48
2,781
2,86
2,478
2,505
2,9
2,57
3,402
3,308
3,215
3,698
3,324
3,128
3,275
3,409
3,397
3,340
3,123
3,274
3,416
3,74
3,481
3,691
3,245
3,428
3,163
4,369
4,105
4,665
4,226
4,12
4,613
4,586
4,21
4,201
4,27
4,726
4,400
4,449
4,641
4,606
4,391
4,246
4,728
4,217
4,775
5,15
5,820
5,812
5,41
5,579
5,60
5,777
5,179
5,11
5,46
5,62
6,657
6,261
6,363
6,783
6,260
6,815
6,370
6,641
6,816
6,244
6,587
6,299
6,667
6,440
6,234
7,719
7,727
7,557
7,615
7,286
7,357
7,179
7,586
7,136
8,526
8,200
8,269
8,453
8,671
8,474
8,488
8,690
8,294
8,510
8,581
8,503
8,94
8,322
8,705
8,365
8,130
8,248
8,495
9,116
9,14
9,675
9,786
9,636
9,654
9,291
9,65
9,178
9,186
9,207
9,734
9,594
9,311
9,739
9,344
10,524
10,362
10,317
10,691
10,344
10,597
10,600
10,13
10,93
10,622
10,309
10,740
10,763
10,404
10,243
10,356
10,145
10,135
10,516
10,435
10,308
10,540
10,405
10,49
11,336
11,743
11,46
11,520
11,51
11,272
11,660
11,736
11,665
11,154
11,332
11,379
11,576
11,644
12,524
12,727
12,273
12,527
12,242
12,383
12,407
12,582
12,692
12,825
13,172
13,728
13,81
13,386
13,664
13,301
13,167
13,729
13,222
13,311
13,468
13,769
14,37
14,587
14,210
14,65
14,738
14,565
14,203
15,718
15,550
15,519
15,548
15,567
15,402
15,349
15,304
15,656
15,114
16,682
16,459
16,176
16,518
16,704
16,764
16,98
16,581
16,311
16,399
16,807
17,770
17,523
17,642
17,327
17,60
17,115
17,360
18,642
18,384
18,135
18,606
18,260
18,383
18,630
18,47
18,107
18,449
18,120
18,544
18,102
19,243
19,237
19,685
19,797
19,164
19,621
19,53
19,228
19,468
19,472
19,81
19,731
19,59
19,183
19,165
19,163
19,186
19,117
20,104
20,146
20,49
20,719
20,322
20,163
20,21
20,442
20,390
20,191
20,374
20,825
20,709
20,155
20,356
20,737
20,159
20,58
20,310
20,749
20,526
21,747
21,184
21,224
21,345
21,277
21,796
21,561
21,313
21,559
21,551
21,520
21,247
21,336
22,337
22,330
22,643
22,360
22,613
22,70
22,279
22,820
23,258
23,716
23,133
23,730
23,801
23,619
23,490
23,424
24,348
24,159
24,205
24,631
24,291
24,580
24,682
24,442
24,724
25,427
25,748
25,520
25,194
25,713
25,409
25,152
25,366
25,640
25,182
26,208
26,354
26,752
26,143
26,501
26,165
26,676
26,702
26,777
26,813
26,139
26,809
26,683
26,741
27,280
27,248
27,611
27,686
27,408
27,213
27,343
27,676
27,541
27,399
27,205
27,801
27,289
27,827
27,335
27,446
28,338
28,34
28,215
28,31
28,137
28,637
28,642
28,96
28,158
28,521
28,564
28,264
28,389
28,768
29,782
29,432
29,538
29,412
29,84
29,89
29,478
29,821
29,234
29,442
29,498
29,265
29,323
29,609
29,183
29,200
30,704
30,562
30,506
30,58
30,310
30,646
30,258
30,186
30,456
30,154
30,342
30,475
30,386
30,311
30,184
30,590
31,134
31,757
31,515
31,638
31,278
31,183
31,326
31,250
31,297
31,230
31,577
31,571
31,293
31,303
32,740
32,555
32,719
32,58
32,531
32,196
32,580
32,581
32,452
32,204
32,328
32,649
32,247
32,386
