Source,Target
0,106
0,419
0,109
0,391
0,180
0,108
0,277
0,656
0,403
0,467
0,482
0,263
0,499
0,725
1,214
1,254
1,171
1,6
1,796
1,661
1,595
1,803
1,619
1,244
1,794
1,49
1,684
2,784
2,368
2,292
2,246
2,198
2,390
2,482
2,818
2,279
2,65
2,562
2,123
2,532
2,776
2,569
2,216
2,469
3,683
3,266
3,642
3,707
3,332
3,759
3,596
3,96
3,75
3,326
3,743
3,113
3,220
4,422
4,624
4,524
4,213
4,241
4,544
4,281
4,389
4,289
4,53
4,738
4,725
5,506
5,741
5,775
5,289
5,240
5,27
5,151
5,437
5,266
5,574
5,204
6,100
6,289
6,115
6,320
6,812
6,372
6,670
6,301
6,581
6,41
6,286
6,773
6,61
7,553
7,228
7,70
7,256
7,370
7,669
7,408
7,437
7,317
7,128
7,463
7,201
7,217
7,611
7,47
7,504
7,169
8,333
8,342
8,737
8,651
8,691
8,471
8,607
8,605
8,662
8,151
8,568
8,476
8,252
8,271
8,346
8,50
8,728
8,458
8,642
8,155
8,658
9,596
9,616
9,215
9,484
9,641
9,165
9,690
9,541
9,539
9,624
9,351
9,623
9,330
9,206
9,657
9,156
9,262
9,813
10,451
10,269
10,765
10,170
10,315
10,649
10,238
10,576
10,763
10,149
10,561
10,40
10,654
11,554
11,166
11,624
11,41
11,242
11,548
11,633
11,105
11,514
11,771
11,153
12,286
12,92
12,21
12,428
12,703
12,40
12,796
12,761
12,99
12,800
12,190
12,765
12,372
12,656
12,574
12,375
13,441
13,756
13,328
13,671
13,719
13,353
13,775
13,456
13,314
13,371
13,395
13,72
13,339
13,117
13,189
13,348
13,646
13,505
14,236
14,387
14,759
14,728
14,179
14,739
14,698
14,564
14,598
14,828
14,339
14,424
14,580
14,753
15,383
15,92
15,160
15,454
15,238
15,614
15,818
15,147
15,429
15,127
15,422
15,686
15,544
15,224
16,582
16,17
16,444
16,753
16,84
16,283
16,641
16,766
16,308
16,250
16,74
16,728
16,524
16,200
17,640
17,667
17,327
17,643
17,369
17,205
17,34
17,323
17,131
17,773
17,55
17,111
17,312
17,537
17,308
17,76
17,608
18,678
18,490
18,715
18,663
18,743
18,79
18,390
18,605
18,826
18,803
18,495
18,587
18,669
18,760
18,597
18,795
18,231
18,407
18,145
18,596
18,463
18,819
19,344
19,624
19,278
19,762
19,381
19,253
19,651
20,305
20,793
20,339
20,725
20,46
20,455
20,32
20,782
20,139
20,107
20,578
20,772
20,522
20,438
21,450
21,166
21,524
21,193
21,229
21,489
21,225
21,390
21,512
22,537
22,338
22,763
22,414
22,759
22,366
22,614
22,777
22,661
22,134
22,383
22,85
22,56
22,653
22,144
22,315
22,706
22,314
22,289
23,446
23,800
23,826
23,518
23,564
23,753
23,72
23,808
23,733
24,257
24,186
24,689
24,63
24,817
24,225
24,251
24,98
25,446
25,504
25,715
25,400
25,594
25,80
25,530
25,559
25,376
25,732
25,60
25,119
25,803
25,427
25,469
25,793
25,762
26,743
26,711
26,768
26,525
26,171
26,44
26,135
26,475
26,279
26,310
26,391
26,680
26,826
26,532
26,558
26,478
26,151
27,370
27,482
27,311
27,321
27,411
27,138
27,237
27,581
27,606
27,379
27,437
27,765
27,608
27,440
27,164
27,660
27,723
28,776
28,693
28,523
28,556
28,667
28,455
28,484
28,266
28,300
28,364
28,140
28,53
28,322
28,731
28,452
28,40
28,76
28,262
28,32
28,682
29,792
29,636
29,536
29,387
29,467
29,416
29,135
29,724
29,653
29,478
29,799
29,112
29,713
29,725
29,515
29,360
29,341
29,464
29,716
29,417
30,475
30,603
30,447
30,67
30,363
30,330
30,63
30,179
30,758
30,282
30,527
30,787
30,573
30,712
30,648
30,480
30,731
30,123
31,233
31,319
31,300
31,540
31,490
31,107
31,256
31,191
31,757
31,459
31,479
31,327
32,731
32,89
32,354
32,280
32,186
32,143
32,590
32,646
32,665
32,645
32,398
32,391
33,571
33,348
33,45
33,335
33,675
33,792
33,739
33,549
33,451
33,379
33,271
34,382
34,568
34,78
34,540
34,595
34,46
34,655
35,371
35,211
35,711
35,222
35,608
35,640
35,69
35,785
35,294
35,447
35,255
35,191
35,621
35,213
35,340
35,221
36,672
36,817
36,406
36,683
36,348
36,374
36,156
36,550
36,403
36,281
36,110
36,793
36,579
36,717
36,338
36,675
36,590
36,695
37,48
37,319
37,308
37,145
37,229
37,100
37,292
37,298
37,400
37,98
37,409
37,304
37,69
38,620
38,171
38,422
38,374
38,572
38,713
38,358
38,384
38,169
38,395
38,156
38,567
39,518
39,384
39,433
39,497
39,354
39,187
39,158
39,634
39,783
39,235
39,312
39,678
40,445
40,670
40,272
40,45
40,667
40,346
40,220
40,237
40,390
40,814
40,454
40,352
40,777
40,518
41,636
41,234
41,71
41,424
41,290
41,666
42,54
42,438
42,250
42,465
42,599
42,161
42,379
42,140
42,813
42,300
42,386
43,347
43,84
43,203
43,788
43,473
43,218
43,247
43,207
43,238
43,573
43,484
43,423
43,291
43,286
44,741
44,338
44,336
44,484
44,508
44,638
44,706
44,483
44,325
44,748
44,144
44,664
44,57
44,365
44,490
44,573
44,829
44,516
44,788
45,623
45,239
45,351
45,516
45,384
45,428
45,336
46,413
46,100
46,814
46,128
46,666
46,61
46,775
46,638
46,436
46,266
46,443
46,125
46,636
46,577
46,621
46,749
46,238
47,331
47,446
47,490
47,552
47,492
47,232
47,522
47,211
47,229
47,267
47,605
47,352
47,310
47,49
47,220
47,357
48,821
48,362
48,658
48,315
48,313
48,721
48,152
48,459
48,622
48,96
48,353
48,141
48,344
48,161
48,471
48,373
48,122
49,553
49,279
49,817
49,680
49,429
49,85
49,304
49,826
49,200
49,688
49,187
50,203
50,298
50,487
50,249
50,440
50,132
50,750
50,635
50,402
50,150
50,229
51,389
51,97
51,251
51,293
51,700
51,454
51,814
51,295
51,569
51,647
51,157
51,228
51,618
52,746
52,410
52,637
52,293
52,510
52,547
52,532
52,130
52,539
53,720
53,775
53,574
53,636
53,371
53,296
53,203
53,274
53,246
53,344
53,557
53,270
53,706
53,602
53,265
53,308
53,587
53,175
53,120
53,776
53,595
53,670
53,691
54,816
54,801
54,268
54,657
54,174
54,475
54,491
54,763
54,789
54,661
54,443
54,492
54,653
55,366
55,635
55,399
55,567
55,121
55,346
55,60
55,578
55,562
55,149
55,479
55,186
55,445
56,712
56,587
56,774
56,428
56,268
56,816
57,435
57,284
57,85
57,443
57,271
57,365
57,626
57,234
57,670
57,177
57,530
57,497
57,125
57,704
57,301
57,278
58,233
58,711
58,244
58,434
58,95
58,508
58,310
58,417
58,207
58,787
59,586
59,615
59,391
59,134
59,304
59,171
59,639
59,715
59,458
59,385
59,71
60,197
60,78
60,281
60,347
60,191
60,136
60,239
60,704
60,622
60,607
61,745
61,513
61,258
61,218
61,432
61,650
61,790
61,721
61,271
61,580
61,762
61,381
62,378
62,147
62,589
62,721
62,431
62,684
62,694
62,392
62,593
62,166
62,316
62,500
62,235
63,632
63,571
63,507
63,264
63,412
63,505
63,594
63,762
63,410
63,75
63,497
63,197
63,361
63,466
63,778
63,641
64,289
64,126
64,542
64,733
64,591
64,800
64,778
64,789
64,144
64,504
65,683
65,660
65,714
65,287
65,238
65,327
65,561
65,748
65,126
65,395
65,514
65,136
65,164
65,826
65,582
65,141
66,307
66,569
66,128
66,189
66,523
66,800
66,211
66,829
66,632
66,810
66,441
66,565
66,535
66,170
67,654
67,468
67,649
67,208
67,551
67,246
67,446
67,730
67,530
67,156
67,559
67,786
67,180
67,565
68,711
68,755
68,180
68,707
68,337
68,548
68,701
68,694
68,316
68,708
68,534
68,249
68,820
68,365
68,206
68,107
68,572
68,347
68,533
69,222
69,563
69,776
69,554
69,199
69,86
69,169
69,134
69,523
70,380
70,530
70,276
70,551
70,563
70,414
70,456
70,81
70,234
70,528
70,323
70,160
70,119
70,710
71,633
71,298
71,280
71,181
71,259
71,287
71,510
71,789
71,227
71,533
71,352
71,679
71,249
71,405
71,690
71,785
71,138
72,135
72,95
72,556
72,646
72,448
72,426
72,647
72,262
72,698
72,243
72,709
72,159
72,282
72,252
72,519
73,462
73,301
73,88
73,769
73,274
73,188
73,372
73,785
73,324
73,282
74,617
74,787
74,205
74,697
74,180
74,717
74,626
74,114
74,441
74,325
75,234
75,476
75,293
75,460
75,138
75,757
75,816
75,292
75,598
75,122
75,804
75,182
75,465
75,127
76,774
76,495
76,690
76,490
76,405
76,204
76,697
76,702
76,808
76,372
76,126
77,228
77,716
77,426
77,331
77,437
77,88
77,499
77,685
77,92
77,273
77,240
77,389
77,390
77,693
77,701
78,546
78,384
78,489
78,708
78,167
78,823
78,556
78,334
78,388
78,767
79,310
79,501
79,323
79,756
79,683
79,586
79,795
79,475
79,308
79,210
79,514
79,260
79,584
79,530
79,97
79,446
79,111
79,322
79,449
79,409
79,606
80,705
80,777
80,183
80,612
80,345
80,134
80,806
80,414
80,451
80,410
80,399
80,587
80,581
80,758
80,397
80,653
80,469
81,701
81,191
81,577
81,719
81,667
81,432
81,442
81,293
81,125
81,129
81,503
81,799
81,271
81,205
81,451
81,107
82,414
82,233
82,445
82,771
82,87
82,645
82,514
82,672
82,470
82,750
82,283
82,448
82,538
82,330
82,713
82,240
82,463
83,798
83,724
83,264
83,371
83,407
83,298
83,592
83,583
83,373
83,556
83,337
83,663
84,237
84,786
84,594
84,508
84,227
84,551
84,501
84,318
84,695
84,293
84,598
84,815
84,746
84,516
84,757
85,465
85,305
85,143
85,350
85,204
85,101
85,406
85,755
85,684
85,243
85,383
85,826
85,92
85,293
85,372
85,489
85,524
85,706
85,373
85,136
85,132
85,559
86,120
86,477
86,546
86,299
86,173
86,191
86,743
86,344
86,820
86,786
86,129
87,557
87,315
87,523
87,365
87,613
87,520
87,358
87,797
87,88
87,489
87,509
87,677
87,775
87,759
87,829
87,127
87,163
87,190
88,627
88,372
88,417
88,823
88,792
88,378
88,804
88,658
88,504
88,728
88,392
88,364
89,115
89,187
89,563
89,334
89,94
89,259
89,391
89,331
89,325
89,103
89,402
89,573
89,205
89,441
89,516
89,734
89,487
90,340
90,441
90,380
90,404
90,563
90,262
90,411
90,692
90,523
90,324
90,104
90,770
90,382
90,783
90,729
90,727
90,154
90,330
90,600
90,126
90,654
90,435
90,215
91,288
91,530
91,468
91,759
91,123
91,541
91,215
91,265
91,137
91,527
91,754
91,508
92,511
92,550
92,434
92,812
92,422
92,640
92,246
92,773
92,453
92,457
92,272
92,303
92,554
92,815
92,123
92,475
93,345
93,458
93,673
93,665
93,809
93,635
93,276
93,764
93,198
93,725
93,642
93,114
94,488
94,582
94,222
94,296
94,474
94,192
94,687
94,425
94,105
94,250
94,476
94,281
94,738
94,642
95,707
95,478
95,443
95,270
95,643
95,738
95,722
95,302
95,824
95,304
95,791
95,384
95,426
95,445
95,797
95,109
95,107
96,117
96,522
96,767
96,769
96,186
96,379
96,395
96,584
96,358
96,166
96,791
96,548
96,190
96,178
96,393
96,732
96,509
96,455
96,274
97,431
97,740
97,286
97,372
97,712
97,646
97,778
97,463
97,534
97,453
97,527
97,514
97,353
97,149
98,653
98,382
98,614
98,143
98,494
98,765
98,249
98,462
98,310
98,416
98,232
98,721
98,682
98,276
98,478
99,411
99,287
99,375
99,147
99,321
99,704
99,277
99,125
99,158
99,667
99,556
99,606
99,362
99,513
99,531
100,782
100,732
100,316
100,351
100,176
100,450
100,200
100,404
100,162
101,675
101,625
101,190
101,198
101,261
101,508
101,740
101,698
101,269
101,716
101,559
102,379
102,796
102,187
102,537
102,483
102,626
102,580
102,595
102,204
102,714
102,415
102,284
103,815
103,670
103,176
103,691
103,140
103,393
103,325
103,112
103,818
103,479
103,222
103,125
103,342
103,372
103,335
103,367
103,384
104,648
104,687
104,745
104,138
104,186
104,665
104,655
104,209
104,543
104,797
104,107
104,424
104,636
104,115
104,407
104,500
104,428
104,301
104,418
104,617
104,715
105,226
105,825
105,453
105,652
105,798
