Source,Target
0,389
0,601
0,542
0,506
0,599
0,345
0,685
0,153
0,319
0,734
0,813
0,144
0,525
0,204
0,215
0,556
1,389
1,644
1,557
1,226
1,765
1,273
1,543
1,123
1,763
1,183
1,255
1,341
1,396
1,135
1,423
1,73
1,668
1,175
2,424
2,495
2,600
2,241
2,63
2,334
2,513
2,443
2,385
2,575
2,11
2,526
2,534
2,141
2,748
2,538
2,367
2,596
2,614
2,696
2,483
2,681
2,571
2,373
2,225
2,302
2,587
2,482
3,820
3,160
3,752
3,787
3,555
3,356
3,803
3,559
3,641
3,681
3,609
3,348
3,648
3,682
3,372
3,110
4,43
4,199
4,370
4,349
4,105
4,96
4,697
4,619
4,294
4,760
4,301
4,490
4,311
4,486
4,6
4,680
5,45
5,699
5,791
5,799
5,70
5,646
5,41
5,770
5,148
5,6
5,782
5,428
5,277
5,463
5,55
5,819
5,84
6,136
6,211
6,342
6,551
6,361
6,76
6,452
6,249
6,343
6,566
6,179
6,651
6,48
6,311
6,276
6,563
6,302
6,359
7,515
7,103
7,808
7,208
7,495
7,168
7,664
7,757
7,674
7,16
7,188
7,818
7,236
7,761
7,488
7,470
7,410
8,309
8,632
8,646
8,396
8,275
8,145
8,161
8,339
8,38
8,86
8,471
8,754
8,212
8,473
8,655
8,219
8,695
8,499
8,554
8,190
8,95
8,617
8,533
8,257
9,132
9,66
9,434
9,282
9,258
9,564
9,404
9,61
9,306
9,123
9,201
9,445
9,628
9,807
9,513
9,569
9,131
10,678
10,186
10,685
10,717
10,610
10,49
10,480
10,762
10,676
10,154
10,559
10,700
10,736
10,338
10,51
10,386
10,76
11,72
11,120
11,180
11,579
11,85
11,287
11,461
11,728
11,429
11,223
11,101
11,508
12,494
12,302
12,487
12,762
12,767
12,332
12,680
12,421
12,700
13,432
13,328
13,371
13,394
13,471
13,17
13,488
13,460
13,265
13,711
13,597
13,481
13,332
13,228
14,778
14,413
14,196
14,176
14,468
14,246
14,144
14,47
14,88
14,177
14,771
14,437
14,561
14,417
14,325
14,215
14,427
14,474
14,811
14,277
14,507
15,480
15,481
15,527
15,338
15,673
15,115
15,557
15,449
15,459
15,820
15,256
15,277
15,184
16,370
16,552
16,768
16,789
16,147
16,141
16,592
16,66
16,457
16,360
16,785
16,752
16,673
16,408
16,65
16,570
16,257
16,717
16,404
17,529
17,735
17,568
17,360
17,633
17,598
17,700
17,593
17,24
17,687
17,218
17,344
17,782
17,349
17,256
18,319
18,362
18,457
18,39
18,19
18,524
18,752
18,325
18,258
18,632
18,624
18,42
18,278
18,223
18,181
18,157
18,41
18,536
18,324
19,254
19,576
19,441
19,557
19,400
19,175
19,358
19,648
19,90
19,138
