Source,Target
0,599
0,508
0,717
0,598
0,726
0,63
0,731
0,329
0,126
0,156
0,173
0,641
0,668
0,778
0,576
0,219
0,581
0,79
0,179
0,215
0,277
0,193
0,122
0,314
0,382
1,560
1,125
1,479
1,788
1,570
1,774
1,429
1,480
1,366
2,560
2,754
2,437
2,131
2,18
2,199
2,508
2,739
2,10
2,523
2,573
2,790
3,259
3,622
3,11
3,801
3,172
3,822
3,789
3,443
3,610
3,480
3,805
3,674
3,116
3,373
3,546
3,499
3,25
3,506
4,438
4,307
4,112
4,184
4,632
4,24
4,687
4,538
4,432
4,773
4,148
4,664
4,244
4,649
4,716
4,128
4,783
4,719
4,625
4,70
4,485
4,341
4,737
5,499
5,211
5,144
5,547
5,254
5,395
5,175
5,667
5,721
5,475
5,184
5,747
5,332
5,73
5,372
5,785
5,542
6,804
6,392
6,800
6,346
6,42
6,249
6,317
6,454
6,704
6,554
6,625
6,31
6,264
6,663
6,212
6,37
7,577
7,436
7,512
7,459
7,389
7,789
7,333
7,481
7,824
7,163
7,485
7,105
7,201
8,67
8,430
8,437
8,181
8,729
8,620
8,573
8,535
8,659
8,341
9,571
9,586
9,683
9,409
9,569
9,682
9,484
9,698
9,782
9,707
9,760
9,122
10,281
10,676
10,52
10,393
10,42
10,568
10,330
10,93
10,716
10,642
10,752
10,440
10,25
10,787
11,371
11,124
11,435
11,583
11,479
11,416
11,786
11,442
11,14
11,465
11,469
11,828
11,589
11,33
11,613
11,86
12,425
12,308
12,88
12,704
12,290
12,214
12,141
12,186
12,799
13,343
13,502
13,193
13,512
13,281
13,380
13,673
13,583
13,615
13,626
13,676
13,185
13,230
13,80
13,527
13,546
14,94
14,488
14,676
14,380
14,339
14,469
14,168
14,23
14,805
14,286
14,472
14,78
15,30
15,390
15,209
15,147
15,717
15,26
15,625
15,442
15,461
15,159
15,640
15,558
15,215
15,611
15,468
15,783
15,613
15,687
15,663
15,763
16,95
16,474
16,592
16,47
16,251
16,686
16,455
16,350
16,718
16,253
16,288
16,182
16,184
16,213
16,713
16,800
16,363
16,405
16,259
16,365
17,251
17,483
17,170
17,499
17,754
17,407
17,735
17,537
17,202
17,239
17,184
17,334
17,764
17,346
17,128
17,470
17,755
17,418
18,568
18,278
18,376
18,323
18,388
18,590
18,659
18,724
18,353
18,184
19,226
19,624
19,68
19,681
19,222
19,504
19,756
19,134
19,159
19,701
19,86
19,541
20,509
20,752
20,694
20,666
20,584
20,816
20,126
20,629
20,660
20,718
21,593
21,410
21,615
21,657
21,168
21,631
21,550
21,149
21,146
21,799
21,95
21,486
21,660
21,135
21,603
22,381
22,50
22,230
22,515
22,774
22,639
22,346
22,812
22,566
22,494
22,636
22,74
22,500
22,338
22,672
22,504
22,448
22,452
22,80
23,128
23,752
23,124
23,473
23,828
23,428
23,718
23,545
23,90
23,407
24,319
24,25
24,498
24,385
24,568
24,114
24,441
24,28
24,758
25,471
25,116
25,757
25,774
25,710
25,722
25,551
