Source,Target
0,517
0,308
0,256
0,603
0,240
0,510
0,613
0,498
0,207
0,69
0,466
0,160
0,487
0,349
0,457
0,677
0,819
0,704
0,187
1,505
1,515
1,271
1,384
1,813
1,219
1,594
1,479
1,440
1,492
1,827
1,353
1,698
2,152
2,8
2,486
2,35
2,78
2,736
2,32
2,775
2,36
2,378
2,226
2,546
2,69
2,383
2,755
3,531
3,209
3,645
3,576
3,300
3,488
3,749
3,461
3,274
3,647
3,468
3,108
3,230
3,96
3,802
3,370
3,122
3,454
4,491
4,235
4,661
4,290
4,450
4,674
4,330
4,175
4,796
4,248
4,514
4,247
4,115
5,775
5,212
5,133
5,337
5,420
5,657
5,35
5,725
5,481
5,466
5,357
5,271
5,568
5,93
5,139
6,207
6,84
6,11
6,351
6,519
6,45
6,592
6,257
6,81
6,524
6,68
6,278
6,586
6,24
6,728
6,599
6,280
6,380
6,633
6,408
6,661
7,91
7,679
7,735
7,306
7,828
7,69
7,559
7,162
7,120
7,316
7,160
7,386
7,19
7,181
7,731
7,463
8,677
8,457
8,795
8,432
8,655
8,70
8,153
8,417
8,30
8,280
8,659
8,318
8,484
8,632
8,56
8,545
8,752
8,823
8,193
9,20
9,112
9,504
9,128
9,58
9,628
9,97
9,509
9,647
9,37
9,267
9,645
9,100
9,132
10,821
10,367
10,329
10,31
10,162
10,115
10,794
10,422
10,451
10,112
10,767
10,456
10,54
10,792
11,750
11,316
11,211
11,485
11,288
11,623
11,462
11,14
11,144
11,262
11,271
11,693
11,100
11,91
11,595
11,653
11,355
12,713
12,715
12,585
12,542
12,344
12,342
12,729
12,65
12,391
12,332
13,501
13,396
13,406
13,602
13,343
13,464
13,123
13,71
13,688
13,669
13,537
13,209
13,411
13,64
13,235
13,243
14,626
14,371
14,50
14,289
14,298
14,301
14,406
14,628
14,480
14,108
14,474
14,333
14,234
14,369
14,724
14,183
14,516
14,808
14,132
14,213
14,690
15,753
15,354
15,149
15,236
15,548
15,587
15,763
15,594
15,74
15,315
15,367
15,746
15,769
16,420
16,787
16,66
16,224
16,171
16,678
16,398
16,484
16,618
16,576
17,522
17,633
17,667
17,605
17,705
17,435
17,168
17,149
17,100
17,528
17,784
18,547
18,31
18,170
18,416
18,689
18,534
18,556
18,91
18,227
18,275
18,785
18,194
18,405
18,45
18,306
18,344
18,195
19,552
19,440
19,177
19,379
19,210
19,396
19,375
19,84
19,462
19,181
19,581
20,815
20,495
20,250
20,54
20,753
20,618
20,796
20,782
20,449
20,223
20,364
20,788
21,172
21,633
21,309
21,358
21,356
21,258
21,447
21,776
21,541
21,799
21,402
21,478
21,771
21,269
21,586
21,438
21,476
21,330
22,820
22,613
22,743
22,812
22,584
22,213
22,639
22,127
22,273
22,718
22,495
22,63
22,421
22,442
22,289
22,331
22,363
22,530
23,512
23,501
23,298
23,511
23,724
23,318
23,627
23,34
23,534
23,178
23,290
23,151
23,251
23,423
23,76
23,27
23,173
23,348
23,601
24,272
24,745
24,499
24,392
24,590
24,215
24,705
24,528
24,791
24,813
24,381
24,586
24,718
24,505
25,191
25,383
25,529
25,423
25,104
25,488
25,526
25,193
25,190
25,548
25,715
25,722
26,659
26,209
26,113
26,218
26,474
26,52
26,273
26,617
26,30
26,524
26,288
26,530
26,70
26,712
26,74
26,100
26,465
26,399
26,77
26,198
26,222
27,89
27,667
27,770
27,122
27,98
27,80
27,261
27,416
27,427
27,165
27,577
27,112
27,673
27,556
28,326
28,129
28,114
28,806
28,553
28,769
28,284
28,103
28,272
28,234
28,714
29,419
29,645
29,648
29,569
29,546
29,481
29,622
29,435
29,371
29,292
29,42
29,406
29,768
29,273
29,123
29,144
30,213
30,586
30,678
30,120
30,166
30,418
30,72
30,106
30,790
30,149
30,421
30,49
30,611
30,273
30,579
31,656
31,496
31,575
31,640
31,557
31,644
31,148
31,229
31,745
31,516
31,104
31,57
31,87
31,515
31,637
31,810
31,212
32,742
32,134
32,255
32,345
32,778
32,124
32,773
32,681
32,228
32,225
32,576
32,244
32,152
32,214
33,680
33,826
33,167
33,792
33,712
33,762
33,775
33,688
33,227
33,661
33,252
33,747
33,258
33,313
34,633
34,780
34,645
34,784
34,111
34,546
34,676
34,807
34,606
34,526
34,122
34,240
34,432
34,211
34,324
34,692
34,416
35,434
35,118
35,232
35,500
35,633
35,670
35,368
35,671
35,601
35,150
35,252
35,681
35,113
35,450
36,260
36,614
36,529
36,415
36,414
36,631
36,613
36,449
36,221
36,599
37,45
37,278
37,828
37,741
37,774
37,728
37,499
37,208
37,695
37,279
37,329
37,703
37,813
37,633
37,546
37,826
37,407
38,55
38,377
38,662
38,491
38,715
38,250
38,411
38,41
38,315
38,783
38,468
38,71
38,300
39,378
39,515
39,643
39,145
39,223
39,441
39,669
39,725
39,678
39,140
39,393
39,226
39,230
39,431
40,192
40,805
40,723
40,394
40,361
40,520
40,182
40,335
40,459
40,742
40,373
40,245
40,408
40,82
41,294
41,613
41,130
41,116
41,750
41,628
41,426
41,648
41,383
41,701
41,346
41,135
41,297
42,160
42,356
42,172
42,52
42,130
42,90
42,508
42,262
42,431
42,291
42,649
42,223
43,701
43,512
43,626
43,48
43,135
43,349
43,324
43,282
43,542
43,636
43,553
43,587
44,453
44,186
44,523
44,766
44,505
44,376
44,142
44,735
44,162
44,188
44,410
44,378
44,430
44,89
44,83
44,805
44,145
45,749
45,481
45,592
45,310
45,174
45,69
45,580
45,787
45,182
45,463
45,66
45,218
45,321
45,739
45,569
45,313
45,586
45,235
46,612
46,108
46,403
46,51
46,174
46,430
46,223
46,520
46,118
46,237
47,165
47,74
47,342
47,803
47,499
47,671
47,823
47,112
47,405
47,97
47,233
47,509
47,617
47,447
47,337
47,485
48,182
48,562
48,341
48,451
48,297
48,781
48,385
48,117
48,629
48,188
48,428
48,479
48,317
49,779
49,720
49,723
49,691
49,153
49,151
49,739
49,191
49,351
49,713
49,314
49,307
49,669
49,57
49,303
49,585
49,634
49,818
49,178
49,400
50,247
50,375
50,261
50,282
50,775
50,279
50,592
50,189
50,801
50,614
50,364
50,235
50,673
50,718
51,83
51,713
51,535
51,609
51,149
51,622
51,481
51,111
51,89
51,332
51,369
51,458
52,553
52,539
52,315
52,532
52,328
52,675
52,276
52,421
52,360
52,821
52,195
52,547
52,265
52,649
52,717
52,218
52,153
53,211
53,730
53,202
53,705
53,270
53,487
53,664
53,723
53,210
53,476
53,394
53,693
53,704
53,354
53,363
53,318
53,805
54,775
54,169
54,361
54,218
54,73
54,643
54,312
54,625
54,680
54,696
54,765
54,359
54,323
54,163
55,465
55,80
55,721
55,104
55,348
55,780
55,121
55,120
55,249
56,374
56,189
56,413
56,160
56,812
56,203
56,224
56,699
56,276
56,588
56,779
57,553
57,439
57,318
57,111
57,539
57,626
57,552
57,727
57,521
57,772
57,675
57,86
58,539
58,320
58,502
58,594
58,264
58,399
58,143
58,233
58,122
58,319
58,452
58,668
58,530
58,739
58,566
58,338
58,495
58,718
59,523
59,303
59,270
59,407
59,737
59,240
59,572
59,712
59,113
59,405
59,234
60,645
60,558
60,68
60,71
60,278
60,779
60,711
60,823
60,379
60,625
60,424
60,499
61,735
61,201
61,681
61,649
61,150
61,427
61,126
61,269
61,788
61,180
61,725
61,711
61,723
61,262
61,435
61,360
62,808
62,487
62,637
62,296
62,678
62,656
62,391
62,108
62,278
62,445
62,324
62,313
62,688
62,638
62,528
62,645
62,230
62,535
63,664
63,650
63,568
63,760
63,198
63,164
63,810
63,514
63,380
63,704
63,643
63,491
63,596
63,156
63,750
63,584
63,511
64,307
64,126
64,787
64,538
64,295
64,304
64,421
64,282
64,616
64,303
64,354
64,442
64,753
64,696
65,420
65,666
65,229
65,829
65,801
65,138
65,82
65,544
65,251
65,330
65,590
65,630
65,408
65,202
65,98
65,750
65,396
65,235
66,138
66,633
66,139
66,480
66,703
66,823
66,194
66,769
66,115
66,136
66,145
66,101
66,493
66,620
66,263
66,813
67,453
67,107
67,447
67,631
67,390
67,368
67,657
67,424
67,824
67,279
67,797
67,600
67,329
67,401
68,600
68,806
68,308
68,249
