Source,Target
0,350
0,510
0,254
0,370
0,376
0,757
0,364
0,147
0,418
0,421
0,199
0,155
0,276
0,630
0,536
0,631
0,493
0,267
1,156
1,664
1,539
1,187
1,795
1,88
1,604
1,179
1,606
1,751
1,17
1,476
1,524
1,480
1,205
1,76
1,544
1,756
1,828
1,230
1,45
1,801
1,565
1,57
1,89
2,827
2,829
2,603
2,104
2,328
2,258
2,75
2,295
2,745
2,413
2,347
2,317
2,677
2,627
2,105
3,108
3,351
3,100
3,487
3,387
3,6
3,22
3,161
3,764
3,591
3,728
3,634
3,760
4,591
4,444
4,753
4,41
4,184
4,44
4,181
4,163
4,401
4,16
4,417
4,148
4,567
4,706
5,659
5,503
5,167
5,216
5,341
5,762
5,399
5,530
5,646
5,408
5,576
5,811
5,325
5,803
5,521
5,781
6,474
6,405
6,295
6,828
6,269
7,829
7,394
7,203
7,802
7,333
7,558
7,49
7,168
7,108
7,597
7,725
7,234
8,321
8,615
8,480
8,263
8,492
8,163
8,675
8,347
8,248
8,559
8,443
8,568
8,420
9,178
9,125
9,424
9,796
9,478
9,413
9,50
9,122
9,25
9,230
9,61
9,27
9,533
9,142
9,271
9,102
10,483
10,101
10,642
10,116
10,325
10,242
10,67
10,165
10,253
10,75
10,528
10,715
10,555
10,343
10,69
11,700
11,801
11,71
11,15
11,584
11,489
11,271
11,520
11,527
11,415
11,98
11,396
11,648
11,768
11,325
11,709
11,290
11,265
11,298
11,579
12,588
12,759
12,654
12,609
12,468
12,755
12,394
12,309
12,429
12,503
12,673
13,280
13,412
13,475
13,592
13,658
13,378
13,302
13,715
13,524
13,210
13,679
13,731
13,485
13,386
13,596
14,184
14,500
14,538
14,23
14,607
14,91
14,533
14,695
14,59
14,215
14,323
14,552
14,162
14,503
14,265
15,502
15,278
15,616
15,45
15,736
15,335
15,707
15,135
15,520
15,415
15,401
16,476
16,132
16,804
16,578
16,523
16,505
16,612
16,461
16,455
16,160
16,318
16,622
16,49
16,98
16,752
16,609
16,317
16,215
17,84
17,24
17,375
17,701
17,386
17,605
17,384
17,281
17,727
17,442
17,624
17,376
17,741
18,591
18,652
18,291
18,78
18,358
18,777
18,245
18,464
18,255
18,793
18,95
18,236
18,141
18,216
19,231
19,443
19,429
19,805
19,358
19,249
19,89
19,460
19,354
19,302
19,21
19,409
19,265
19,713
19,824
19,522
19,423
19,658
19,538
19,757
19,787
19,721
20,694
20,547
20,514
20,163
20,54
20,292
20,82
20,526
20,91
20,562
20,517
20,120
20,765
21,218
21,374
21,456
21,518
21,60
21,413
21,683
21,212
21,529
21,508
21,713
21,701
21,566
21,753
21,326
21,790
21,710
21,513
22,480
22,294
22,24
22,420
22,342
22,74
22,338
22,330
22,451
22,457
22,734
22,131
22,105
22,795
22,383
22,547
23,542
23,92
23,653
23,595
23,591
23,463
23,712
23,114
23,210
23,386
23,687
24,516
24,294
24,690
24,32
24,589
24,364
24,613
24,658
24,193
24,343
24,306
25,362
25,228
25,207
25,96
25,286
25,502
25,221
25,598
25,187
25,434
25,805
25,356
26,335
26,302
26,386
26,424
26,503
26,289
26,49
26,290
26,251
26,194
26,564
26,759
26,149
26,295
26,399
27,237
27,93
27,119
27,794
27,416
27,767
27,444
27,757
27,112
27,394
27,52
27,524
27,527
28,282
28,759
28,809
28,711
28,819
28,135
28,485
28,43
28,700
28,157
28,371
28,794
28,323
28,563
28,613
28,137
28,728
28,423
29,714
29,151
29,572
29,300
29,191
29,446
29,88
29,585
29,521
29,266
29,284
29,101
29,729
29,219
29,131
29,260
29,660
29,37
29,788
30,545
30,386
30,515
30,134
30,517
30,739
30,470
30,807
30,174
30,617
30,128
30,269
30,698
30,34
30,360
30,124
30,624
31,667
31,777
31,565
31,317
31,359
31,622
31,529
31,38
31,214
31,620
31,308
31,452
32,209
32,481
32,175
32,698
32,822
32,800
32,248
32,75
32,81
33,471
33,495
33,625
33,545
33,116
33,814
33,701
33,458
33,55
33,317
33,231
33,483
33,722
33,507
33,44
33,739
33,223
33,79
33,777
33,521
33,779
34,536
34,79
34,727
34,543
34,289
34,628
34,178
34,350
34,499
34,590
34,804
34,375
34,714
34,476
34,463
34,500
34,706
35,803
35,303
35,666
35,779
35,762
35,435
35,108
35,405
35,540
35,166
35,134
35,619
35,362
35,291
35,756
36,228
36,404
36,714
36,385
36,293
36,737
36,810
36,782
36,73
36,721
36,468
36,741
36,743
37,315
37,825
37,367
37,407
37,791
37,193
37,356
37,207
37,40
37,140
37,501
37,471
37,162
37,161
37,408
37,804
38,465
38,134
38,273
38,674
38,757
38,827
38,643
38,504
38,87
38,43
38,95
38,639
38,614
38,310
38,445
38,81
38,367
38,808
39,430
39,717
39,162
39,373
39,244
39,337
39,577
39,555
39,99
39,423
39,561
