Source,Target
0,102
0,181
0,484
0,161
0,183
0,550
0,288
0,276
0,818
0,666
0,175
0,523
0,540
1,436
1,297
1,664
1,362
1,714
1,649
1,635
1,72
1,240
1,275
1,214
1,669
1,339
1,164
1,594
1,764
1,38
2,375
2,206
2,793
2,536
2,363
2,322
2,624
2,135
2,189
2,739
2,109
2,439
2,305
2,795
3,19
3,363
3,453
3,161
3,333
3,284
3,538
3,573
3,318
3,374
3,470
3,447
3,569
3,558
3,119
3,140
3,515
4,505
4,485
4,93
4,387
4,220
4,84
4,313
4,628
4,752
4,20
4,103
4,128
5,468
5,212
5,815
5,437
5,87
5,227
5,78
5,333
5,428
5,487
5,13
5,190
5,595
5,353
5,395
5,524
5,272
6,331
6,673
6,438
6,671
6,736
6,549
6,644
6,243
6,374
6,440
6,523
6,724
6,324
6,276
7,508
7,663
7,99
7,698
7,763
7,188
7,718
7,431
7,474
7,274
7,153
7,248
7,321
7,810
7,454
7,516
7,313
7,693
7,779
7,411
8,271
8,337
8,741
8,682
8,385
8,382
8,483
8,24
8,344
8,374
8,823
8,630
8,568
9,406
9,698
9,504
9,609
9,192
9,66
9,653
9,152
9,177
9,21
9,264
9,690
9,39
9,826
9,204
9,326
10,351
10,396
10,256
10,480
10,186
10,405
10,400
10,728
10,819
10,504
10,562
10,438
10,601
11,712
11,245
11,149
11,556
11,378
11,803
11,60
11,652
11,227
11,95
11,31
11,447
11,83
11,66
11,473
11,578
11,764
11,466
11,111
11,171
11,134
12,544
12,588
12,322
12,247
12,706
12,214
12,307
12,430
12,205
12,599
12,679
12,97
12,158
12,441
12,17
12,815
12,792
12,638
13,443
13,143
13,633
13,157
13,194
13,310
13,319
14,57
14,197
14,525
14,692
14,575
14,51
14,81
14,22
14,93
14,225
14,200
14,601
14,353
15,156
15,341
15,484
15,164
15,514
15,289
15,791
15,61
15,566
16,294
16,144
16,266
16,650
16,389
16,603
16,613
16,345
16,23
16,522
16,349
16,524
16,111
17,326
17,333
17,119
17,669
17,211
17,40
17,332
