Source,Target
0,607
0,375
0,707
0,577
0,271
0,689
0,64
0,152
0,137
0,359
0,598
0,247
0,429
0,134
0,457
0,774
0,694
0,408
0,311
0,266
1,509
1,385
1,121
1,574
1,4
1,527
1,397
1,497
1,146
1,75
1,676
2,414
2,762
2,309
2,61
2,620
2,60
2,428
2,201
2,669
2,188
2,524
2,763
2,269
2,460
2,661
2,281
2,52
2,422
2,4
2,53
2,677
2,280
3,122
3,746
3,574
3,355
3,485
3,190
3,112
3,220
3,577
3,684
4,569
4,277
4,690
4,467
4,482
4,538
4,221
4,611
4,466
4,47
4,35
4,672
4,339
4,190
5,122
5,629
5,328
5,659
5,557
5,636
5,309
5,155
5,770
6,708
6,22
6,396
6,812
6,723
6,399
6,292
6,769
6,314
6,682
6,762
6,43
6,343
7,415
7,790
7,804
7,308
7,711
7,262
7,457
7,517
7,716
7,795
7,271
7,584
7,96
7,63
7,341
7,430
7,694
7,232
7,151
7,805
7,814
8,476
8,583
8,290
8,340
8,375
8,462
8,612
8,817
8,285
8,540
8,332
8,423
8,470
8,514
8,294
8,354
9,56
9,311
9,87
9,290
9,187
9,727
9,766
9,391
9,542
9,28
9,274
10,534
10,641
10,324
10,759
10,648
10,208
10,630
10,664
10,579
10,28
10,638
11,381
11,701
11,423
11,367
11,200
11,749
11,408
11,229
11,351
11,668
11,395
11,391
11,545
11,483
12,590
12,129
12,24
12,355
12,197
12,450
12,442
12,714
12,651
12,21
12,233
12,84
12,495
13,118
13,208
13,26
13,204
13,783
13,802
13,192
13,60
13,556
13,183
13,199
13,124
13,638
13,548
13,653
13,513
13,360
13,680
14,784
14,236
14,227
14,195
14,462
14,683
14,271
14,499
14,87
14,780
14,37
14,516
14,430
14,564
14,398
14,191
14,554
14,96
14,319
14,520
14,483
15,391
15,306
15,775
15,356
15,129
15,787
15,290
15,357
15,293
15,582
15,218
15,538
15,345
15,216
15,559
15,185
16,337
16,195
16,539
16,654
16,549
16,114
16,94
16,779
16,647
16,606
16,338
16,597
16,774
16,566
17,187
17,683
17,262
17,82
17,31
17,631
17,572
17,507
17,141
17,766
18,361
18,106
18,546
18,184
18,450
18,617
18,197
18,614
18,818
18,605
18,383
18,736
18,659
18,746
18,478
18,234
18,720
18,276
18,772
19,451
19,293
19,787
19,359
19,114
19,823
19,175
19,691
19,758
19,805
19,828
19,621
19,418
19,277
19,264
19,744
19,565
20,314
20,405
20,471
20,657
20,563
20,27
20,291
20,192
20,806
20,147
20,213
20,436
20,93
20,61
20,622
20,497
20,576
20,675
20,67
21,104
21,610
21,170
21,776
21,438
21,363
21,792
21,500
21,340
21,220
22,339
22,798
22,42
22,417
22,28
22,114
22,404
22,173
22,122
22,719
22,241
23,41
23,278
23,407
23,306
23,585
23,346
23,461
23,663
23,39
23,726
23,565
23,326
23,723
23,641
23,121
23,587
23,217
23,46
