Source,Target
0,101
0,347
0,74
0,278
0,673
0,524
0,670
0,267
0,383
0,447
0,362
0,184
0,711
0,423
0,301
0,625
0,541
0,667
0,281
1,597
1,203
1,141
1,134
1,571
1,793
1,235
1,10
1,444
1,83
1,453
1,288
1,717
2,404
2,115
2,700
2,545
2,577
2,701
2,827
2,758
2,614
2,635
2,24
2,181
2,113
2,624
2,234
2,509
3,732
3,668
3,586
3,109
3,28
3,249
3,93
3,201
3,604
3,451
3,678
3,422
3,497
3,506
3,145
3,238
3,547
4,120
4,110
4,85
4,282
4,67
4,155
4,101
4,783
4,33
4,164
4,54
4,567
4,360
4,363
4,258
4,820
4,559
5,145
5,529
5,534
5,485
5,748
5,203
5,360
5,206
5,640
5,188
5,385
5,570
5,586
5,731
5,443
5,51
6,381
6,756
6,151
6,73
6,649
6,68
6,671
6,567
6,114
6,463
6,399
6,95
6,528
6,369
6,415
6,101
6,767
6,356
7,561
7,631
7,640
7,24
7,802
7,99
7,51
7,554
7,268
7,404
7,744
7,280
7,113
7,663
7,829
7,361
8,486
8,792
8,439
8,188
8,343
8,34
8,133
8,458
8,821
8,38
8,561
8,423
8,205
8,297
8,728
8,734
8,383
8,675
9,563
9,114
9,783
9,113
9,203
9,347
9,691
9,321
9,828
9,107
9,303
9,269
9,301
9,67
9,158
9,645
9,802
10,171
10,643
10,573
10,113
10,438
10,686
10,143
10,828
10,621
10,474
10,430
10,94
10,593
10,221
10,505
10,527
10,605
10,773
10,152
11,662
11,532
11,690
11,504
11,316
11,235
11,733
11,790
11,534
11,410
12,43
12,615
12,553
12,667
12,119
12,168
12,353
12,349
12,304
12,749
12,632
12,684
12,589
12,728
12,417
12,228
12,439
12,109
12,327
13,287
13,540
13,657
13,588
13,606
13,426
13,536
13,310
13,126
14,521
14,529
14,563
14,792
14,812
14,573
14,526
14,92
14,28
14,533
15,190
15,775
15,219
15,302
15,307
15,448
15,46
15,232
15,265
15,316
15,619
15,586
15,168
15,237
15,287
16,367
16,618
16,312
16,124
16,43
16,517
16,663
16,765
16,610
16,466
16,188
16,783
16,255
16,361
16,513
16,291
17,758
17,426
17,496
17,19
17,195
17,455
17,141
17,58
17,766
17,103
17,661
17,473
17,810
17,93
17,528
18,801
18,771
18,487
18,59
18,717
18,701
18,78
18,289
18,127
18,101
18,647
18,494
18,338
19,134
19,539
19,421
19,476
19,388
19,736
19,161
19,213
19,32
19,469
19,464
19,743
19,446
19,336
20,335
20,395
20,33
20,694
20,739
20,683
20,633
20,37
20,87
20,118
20,544
20,193
20,651
21,620
21,745
21,599
21,801
21,141
21,401
21,607
21,688
21,156
21,460
21,101
21,577
21,381
21,153
21,143
22,437
22,290
22,613
22,480
22,126
22,512
22,730
22,119
22,418
22,794
22,774
22,540
22,536
23,425
23,201
23,108
23,262
23,350
23,214
23,538
23,395
23,352
23,737
23,533
23,573
24,412
24,86
24,735
24,327
24,685
24,150
24,564
24,118
24,611
24,481
24,790
24,639
24,487
24,560
24,295
24,418
24,40
25,574
25,293
25,489
25,703
25,142
25,736
25,278
25,680
25,812
25,180
25,613
25,618
26,255
26,90
26,530
26,598
26,260
26,395
26,450
26,430
26,453
26,679
26,594
26,756
26,344
26,499
26,269
26,186
26,737
26,197
26,302
27,109
27,576
27,424
27,231
27,608
27,291
27,571
27,292
27,337
27,68
27,702
27,528
28,829
28,422
28,748
28,244
28,602
28,409
28,260
28,195
28,546
28,398
28,225
28,404
28,205
28,419
28,430
28,432
28,64
28,652
28,647
29,133
29,73
29,228
29,393
29,487
29,345
29,522
29,196
29,535
29,548
29,674
30,650
30,224
30,353
30,586
30,596
30,580
30,801
30,328
30,477
30,398
30,336
30,201
30,397
30,503
30,199
30,610
30,546
30,714
30,300
31,556
31,454
31,116
31,676
31,805
31,272
31,255
31,417
31,475
31,410
31,649
31,258
31,689
31,645
31,257
32,327
32,184
32,522
32,209
32,406
32,648
32,675
32,297
