Source,Target
0,670
0,101
0,37
0,209
0,452
0,795
0,84
0,682
0,731
0,406
0,616
0,787
0,351
0,639
0,156
0,681
0,95
0,141
1,673
1,49
1,341
1,321
1,617
1,151
1,79
1,742
1,24
1,34
1,37
1,32
1,474
2,220
2,270
2,325
2,550
2,749
2,357
2,36
2,515
2,37
2,795
2,283
2,119
2,9
2,681
2,206
2,42
2,445
2,69
2,162
2,658
2,4
3,281
3,355
3,707
3,821
3,695
3,392
3,364
3,472
3,674
3,455
3,475
3,401
3,54
3,527
3,451
3,25
3,83
3,564
3,717
3,730
3,181
3,652
3,279
4,542
4,704
4,67
4,132
4,24
4,211
4,201
4,817
4,292
4,187
5,556
5,466
5,262
5,344
5,604
5,541
5,623
5,125
5,389
5,242
5,784
5,265
5,492
5,143
5,446
5,739
5,793
6,116
6,97
6,457
6,11
6,495
6,304
6,168
6,314
6,806
6,57
6,502
6,513
6,435
6,717
6,365
6,214
6,290
6,699
6,758
6,498
6,572
6,574
6,41
7,413
7,226
7,347
7,43
7,64
7,477
7,685
7,743
7,725
7,500
7,777
7,41
7,267
7,426
7,111
7,151
7,664
8,561
8,372
8,729
8,326
8,771
8,500
8,805
8,403
8,224
8,103
8,93
8,442
8,613
8,223
8,214
8,534
8,267
8,352
8,622
8,595
9,35
9,806
9,730
9,328
9,680
9,799
9,267
9,396
9,319
9,195
9,792
9,374
9,164
10,292
10,316
10,199
10,715
10,677
10,155
10,104
10,759
10,718
10,737
10,636
10,810
10,141
10,360
10,334
10,728
11,757
11,187
11,760
11,690
11,606
11,431
11,766
11,589
11,713
11,475
11,235
11,203
11,603
11,326
11,397
11,348
11,638
11,282
12,381
12,730
12,75
12,121
12,196
12,268
12,457
12,631
12,340
13,83
13,617
13,291
13,701
13,354
13,532
13,237
13,714
13,121
13,54
13,166
13,373
13,152
13,635
13,324
13,78
13,538
13,410
13,757
13,94
14,65
14,231
14,404
14,506
14,729
14,295
14,83
14,714
14,474
14,428
14,733
14,489
14,351
14,690
14,533
14,800
14,600
15,348
15,743
15,817
15,380
15,703
15,776
15,613
15,826
15,694
15,487
15,333
15,606
16,300
16,827
16,794
16,202
16,800
16,381
16,266
16,562
16,628
16,806
16,412
16,104
16,219
16,538
16,813
17,231
17,217
17,321
17,827
17,688
17,183
17,378
17,419
17,706
17,26
17,192
17,742
18,586
18,437
18,177
18,710
18,44
18,543
18,441
18,112
18,801
18,505
18,166
18,457
18,312
18,160
18,240
18,343
18,561
18,611
19,604
19,301
19,698
19,489
19,265
19,404
19,304
19,250
19,464
19,623
19,747
19,267
19,524
19,563
19,329
20,523
20,828
20,677
20,92
20,201
20,193
20,266
20,674
21,441
21,202
21,512
21,685
21,28
21,126
21,671
21,47
21,736
21,358
21,281
21,81
21,680
22,822
22,377
22,720
22,805
22,664
22,717
22,415
22,129
22,584
22,547
22,305
22,530
22,823
22,712
22,387
22,421
23,249
23,525
23,472
23,116
23,770
23,767
23,393
23,184
23,468
23,371
23,156
23,129
23,257
23,708
23,266
23,335
23,307
24,417
24,505
24,251
