Source,Target
0,88
0,446
0,382
0,661
0,314
0,143
0,638
0,730
1,504
1,449
1,25
1,125
1,219
1,113
1,594
1,316
1,166
1,338
1,592
1,236
2,658
2,827
2,312
2,596
2,118
2,29
2,169
2,816
2,499
2,761
2,592
2,505
2,729
2,668
2,250
2,353
2,614
2,749
2,417
2,636
2,305
2,633
2,268
2,712
2,527
2,434
2,666
3,793
3,275
3,607
3,590
3,66
3,65
3,626
3,744
3,29
3,695
3,53
3,232
3,784
3,500
3,548
4,123
4,96
4,351
4,38
4,437
4,790
4,220
4,785
4,446
4,237
4,241
4,213
4,253
4,275
4,215
4,670
4,274
4,138
5,380
5,11
5,126
5,804
5,348
5,376
5,822
5,22
6,720
6,757
6,388
6,326
6,570
6,191
6,759
6,712
6,224
6,647
6,276
6,385
6,488
6,249
6,293
6,242
6,157
6,281
7,18
7,517
7,637
7,293
7,674
7,227
7,368
7,563
7,722
7,353
7,27
7,650
7,736
7,198
7,445
7,476
7,545
8,323
8,623
8,210
8,239
8,604
8,822
8,676
8,817
8,385
8,181
8,79
8,450
8,337
8,207
8,467
8,525
9,782
9,359
9,13
9,152
9,469
9,377
9,208
9,737
9,55
9,761
9,477
9,528
9,368
9,287
9,278
9,690
9,342
9,766
10,543
10,217
10,229
10,482
10,381
10,502
10,219
10,618
10,661
10,551
10,568
10,647
11,535
11,347
11,58
11,650
11,761
11,804
11,523
11,91
11,590
12,155
12,760
12,358
12,768
12,212
12,232
12,458
12,126
12,34
12,817
12,353
13,271
13,619
13,287
13,795
13,499
13,481
13,585
13,428
13,669
13,443
13,647
13,715
14,666
14,136
14,560
14,34
14,527
14,342
14,72
14,262
14,409
14,155
15,366
15,438
15,692
15,596
15,20
15,662
15,665
15,731
15,112
15,492
15,349
16,302
16,304
16,629
16,560
16,178
16,476
16,73
16,291
16,305
16,259
16,270
16,519
16,755
16,827
16,439
16,175
16,234
17,447
17,573
17,367
17,722
17,190
17,285
17,160
17,212
17,605
17,324
17,235
17,689
17,67
17,287
17,735
17,230
17,231
18,742
18,577
18,406
18,741
18,627
18,616
18,813
18,138
18,103
18,101
18,723
18,245
18,400
19,279
19,694
19,329
19,369
19,302
19,621
19,825
19,180
19,641
19,708
19,793
19,348
19,743
19,59
19,442
19,274
19,593
19,804
19,452
20,370
20,109
20,249
20,388
20,360
20,252
20,92
20,236
20,615
20,694
20,691
20,475
20,223
20,196
20,705
20,772
20,641
20,719
20,334
20,717
20,736
20,476
20,138
20,435
20,534
21,696
21,594
21,521
21,757
21,653
21,415
21,260
21,439
21,370
21,136
22,528
22,480
22,328
22,154
22,531
22,341
22,457
22,263
22,539
22,189
22,246
22,453
22,623
23,266
23,463
23,87
23,637
23,215
23,148
23,708
23,726
23,229
23,477
23,384
23,358
23,814
23,377
23,604
23,499
23,679
23,55
23,218
23,674
23,826
23,41
24,395
24,746
24,349
24,742
24,809
24,462
24,332
24,89
24,268
24,541
24,667
24,68
25,124
25,752
25,52
25,656
25,792
25,158
25,658
25,491
25,358
25,157
25,90
25,595
25,45
25,329
25,348
25,240
25,728
25,325
25,291
25,571
26,773
26,731
26,493
26,182
26,449
26,768
26,63
26,593
26,132
26,732
26,454
26,436
27,418
27,350
27,515
27,444
27,607
27,96
27,286
27,410
27,546
27,303
27,661
27,670
27,729
28,662
28,536
28,281
28,438
28,336
28,321
28,510
28,474
28,533
28,628
28,590
28,148
29,173
29,760
29,410
29,155
29,52
29,60
29,796
29,360
29,45
29,479
29,376
29,584
29,466
29,181
29,557
29,743
29,119
30,619
30,182
30,483
30,425
30,814
30,354
30,818
30,443
30,307
30,796
30,706
30,607
30,778
30,650
30,790
31,654
31,395
31,678
31,631
31,207
31,501
31,656
31,152
31,145
31,598
31,141
31,660
31,604
31,811
31,616
31,531
31,125
31,277
31,557
31,355
31,113
32,447
32,371
32,800
32,587
32,769
32,160
32,667
32,334
32,744
32,339
32,612
32,669
32,199
33,700
33,738
33,197
33,439
33,301
33,451
33,610
33,140
33,749
33,213
33,744
33,462
33,210
33,97
33,136
34,630
34,761
34,181
34,751
34,382
34,617
34,762
34,411
34,364
34,263
34,480
34,713
34,740
34,645
34,214
35,58
35,242
35,266
35,38
35,596
35,540
35,82
35,537
35,318
36,173
36,348
36,468
36,396
36,97
36,612
36,350
36,757
36,523
36,787
36,370
36,440
36,60
36,590
36,164
36,250
37,73
37,582
37,653
37,370
37,238
37,183
37,210
37,611
37,498
37,641
37,715
37,269
37,823
37,59
37,160
37,236
37,524
38,187
38,419
38,227
38,422
38,221
38,319
38,364
38,408
38,741
38,790
38,413
38,243
38,130
38,674
38,713
38,530
39,306
39,789
39,339
39,667
39,233
39,641
39,323
39,574
39,617
39,145
39,494
39,526
40,125
40,312
40,58
40,751
40,378
40,55
40,822
40,499
40,576
40,201
40,126
40,685
40,112
41,169
41,453
41,650
41,653
41,579
41,299
41,221
41,760
41,343
41,411
41,488
41,160
42,478
42,412
42,731
42,749
42,87
42,611
42,82
42,680
42,102
42,524
42,650
42,272
42,500
43,469
43,387
43,205
43,522
43,402
43,174
43,829
43,751
43,674
43,581
43,547
43,757
43,490
43,658
43,804
44,733
44,709
44,181
44,601
44,322
44,295
44,720
44,596
44,674
44,332
44,501
44,120
44,580
44,126
44,581
45,721
45,161
45,468
45,778
45,463
45,462
45,604
45,537
45,553
45,188
45,435
46,469
46,254
46,768
46,443
46,714
46,259
46,751
46,114
46,470
46,427
46,810
46,805
46,242
46,583
46,273
46,782
46,450
46,637
47,730
47,431
47,74
47,192
47,681
47,590
47,448
47,553
47,622
47,392
47,489
48,516
48,265
48,215
48,590
48,429
48,264
48,402
48,384
49,238
49,456
49,600
49,476
49,418
49,207
49,303
49,211
49,434
49,87
49,86
49,222
49,488
49,329
49,259
50,489
50,815
50,305
50,731
50,684
50,520
50,125
50,660
50,250
50,92
50,486
50,727
50,555
50,201
50,378
51,656
51,331
51,111
51,787
51,375
51,271
51,370
51,496
51,458
51,712
51,462
52,729
52,703
52,373
52,475
52,627
52,584
52,748
52,288
52,483
52,275
52,736
52,405
52,241
52,103
52,701
52,622
52,165
53,115
53,619
53,85
53,237
53,608
53,413
53,501
53,573
53,592
53,434
53,692
53,745
53,430
54,234
54,425
54,822
54,403
54,457
54,348
54,417
54,707
54,823
54,200
54,671
54,186
54,195
55,523
55,624
55,127
55,164
55,659
55,204
55,292
55,785
56,207
56,820
56,658
56,151
56,510
56,434
56,438
56,611
56,624
56,778
56,155
56,786
56,769
57,202
57,638
57,713
57,552
57,223
57,102
57,301
57,285
57,574
57,420
57,237
57,181
57,123
57,118
57,473
57,292
57,243
58,460
58,345
58,133
58,630
58,744
58,565
58,544
58,646
59,227
59,169
59,503
59,797
59,87
59,133
59,811
59,494
59,567
59,423
59,428
59,491
59,230
59,360
59,343
59,472
59,663
59,88
59,269
59,212
60,526
60,455
60,208
60,338
60,86
60,140
60,675
60,765
60,111
60,301
60,665
60,137
60,787
61,159
61,328
61,401
61,409
61,318
61,731
61,617
61,485
61,72
61,687
61,390
61,658
61,178
61,800
61,816
61,299
61,555
61,219
62,348
62,144
62,343
62,426
62,734
62,240
62,701
62,828
62,759
62,821
62,495
62,590
62,791
62,318
62,801
62,571
62,694
62,722
62,192
62,437
62,638
63,295
