Source,Target
0,349
0,53
0,29
0,764
0,342
0,11
0,509
0,486
0,739
0,303
0,749
0,591
0,572
0,329
0,783
0,73
0,812
0,190
0,588
0,181
1,344
1,814
1,52
1,275
1,646
1,204
1,634
1,695
1,302
1,190
1,25
1,172
1,638
1,804
1,267
1,697
2,540
2,288
2,387
2,721
2,79
2,74
2,484
2,822
2,307
2,371
2,100
2,516
2,388
2,726
2,662
3,587
3,143
3,710
3,341
3,181
3,600
3,476
3,762
3,743
3,654
3,74
3,760
4,445
4,196
4,810
4,433
4,245
4,144
4,183
4,202
4,558
4,204
4,741
4,28
4,65
4,705
4,69
5,251
5,420
5,621
5,573
5,617
5,395
5,648
5,722
5,236
5,122
5,14
5,701
5,686
5,66
5,158
5,569
6,798
6,550
6,16
6,344
6,451
6,670
6,175
6,656
6,459
6,572
6,50
6,780
7,121
7,664
7,689
7,224
7,246
7,432
7,578
7,727
7,265
7,19
7,38
7,290
7,356
7,435
7,448
7,348
7,674
7,310
7,792
7,250
7,517
8,223
8,415
8,30
8,235
8,664
8,511
8,275
8,603
9,700
9,685
9,225
9,776
9,352
9,198
9,351
10,452
10,336
10,658
10,826
10,513
10,254
10,83
10,525
10,38
10,656
10,227
10,201
10,255
11,449
11,427
11,706
11,741
11,707
11,81
11,304
11,735
11,796
11,326
11,67
11,346
11,429
11,517
11,345
12,441
12,489
12,190
12,316
12,37
12,313
12,66
12,705
12,827
12,135
12,347
12,773
12,79
12,254
12,694
12,442
12,105
12,377
13,750
13,667
13,691
13,458
13,774
13,718
13,630
13,188
13,353
13,804
13,706
13,448
13,134
13,141
13,826
13,34
14,599
14,559
14,708
14,504
14,754
14,366
14,351
14,268
14,150
14,726
14,117
14,549
14,659
14,174
14,365
14,94
14,235
14,798
14,512
15,307
15,708
15,123
15,693
15,499
15,403
15,815
15,696
15,423
15,808
15,71
15,526
15,736
16,326
16,22
16,71
16,254
16,794
16,686
16,525
16,385
16,561
16,275
16,519
16,568
16,112
16,252
16,139
16,451
16,26
16,149
16,480
16,467
16,208
17,183
17,220
17,18
17,71
17,455
17,278
17,164
17,705
17,94
17,115
17,512
17,679
18,709
18,241
18,51
18,703
18,366
18,427
18,410
18,557
18,105
18,642
18,734
19,335
19,792
19,791
19,187
19,84
19,314
19,551
19,33
19,31
19,240
19,112
19,759
19,515
19,385
19,251
19,176
19,656
20,429
20,575
20,607
20,632
20,791
20,379
20,812
20,364
20,764
20,99
20,261
20,171
20,502
20,667
21,796
21,483
21,625
21,824
21,187
21,176
21,87
21,582
21,390
21,170
21,627
21,814
21,45
21,662
21,212
21,609
21,115
22,820
22,620
22,312
22,675
22,170
22,305
22,609
22,776
22,521
22,626
22,697
22,732
22,251
22,286
23,328
23,234
23,68
23,517
23,30
23,660
23,418
23,804
23,540
23,507
23,547
23,308
23,727
23,226
23,574
23,815
24,749
24,107
24,359
24,708
24,409
24,581
24,86
24,586
24,523
24,810
24,504
24,301
24,163
24,811
24,195
25,510
25,585
25,300
25,705
25,689
25,44
25,693
25,74
25,411
25,118
25,776
26,464
26,567
26,450
26,73
26,707
26,40
26,350
26,111
26,668
26,473
26,490
26,133
26,372
26,393
26,178
26,823
27,387
27,39
27,175
27,110
27,400
27,138
27,247
27,566
27,395
27,757
27,341
27,627
27,209
27,84
27,93
28,109
28,645
28,650
28,533
28,749
28,713
28,114
28,378
28,244
28,461
28,272
28,371
29,718
29,501
29,824
29,257
29,557
29,615
29,462
29,231
29,600
29,486
29,628
29,633
29,383
29,135
29,532
29,505
29,780
29,545
29,520
29,484
30,116
30,263
30,528
30,542
30,638
30,402
30,716
30,228
30,214
30,746
30,758
30,156
30,54
30,456
30,754
30,644
30,233
30,380
30,217
30,370
30,553
31,477
31,532
31,776
31,363
31,44
31,340
31,268
31,357
31,775
31,108
31,626
31,787
31,204
