Source,Target
0,223
0,442
0,277
0,788
0,179
0,11
0,644
0,718
0,233
0,121
0,332
0,572
1,547
1,58
1,38
1,322
1,72
1,263
1,808
1,217
1,605
1,689
2,85
2,213
2,165
2,641
2,194
2,405
2,431
2,784
2,621
2,307
2,27
2,570
3,755
3,198
3,811
3,237
3,330
3,149
3,692
3,78
3,762
3,663
3,713
3,183
3,348
3,685
4,308
4,510
4,292
4,523
4,540
4,403
4,10
4,551
4,698
4,159
4,370
4,401
4,339
4,91
4,70
4,755
4,206
4,770
4,618
5,586
5,319
5,208
5,424
5,721
5,290
5,800
5,681
5,455
6,147
6,86
6,215
6,264
6,670
6,37
6,793
6,677
6,318
6,595
6,444
6,626
6,581
6,723
6,176
6,182
6,157
6,209
7,384
7,171
7,656
7,95
7,454
7,692
7,533
7,111
7,138
8,198
8,34
8,161
8,319
8,195
8,566
8,493
8,602
8,576
8,385
8,433
8,153
8,15
8,134
8,482
8,383
8,280
8,113
8,610
8,367
8,103
8,239
8,36
9,678
9,165
9,44
9,379
9,602
9,739
9,619
9,378
9,83
9,651
9,228
9,697
10,565
10,797
10,84
10,513
10,727
10,764
10,506
10,140
10,228
10,605
10,828
10,821
10,795
10,522
10,377
10,82
10,376
10,637
10,756
11,276
11,802
11,36
11,48
11,797
11,678
11,76
11,190
11,72
11,383
11,654
11,342
11,310
11,405
12,452
12,570
12,387
12,510
12,808
12,508
12,232
12,128
12,585
12,654
13,329
13,56
13,326
13,51
13,376
13,741
13,432
13,144
13,350
13,654
14,116
14,221
14,331
14,631
14,662
14,302
14,765
14,334
14,689
14,208
15,525
15,275
15,246
15,560
15,584
15,173
15,268
15,116
15,233
15,816
15,306
15,140
15,77
16,479
16,668
16,326
16,786
16,199
16,121
16,261
16,801
16,673
16,78
16,389
16,670
16,755
16,787
16,202
17,88
17,251
17,369
17,768
17,230
17,659
17,250
17,603
17,620
17,352
17,568
18,716
18,510
18,560
18,464
18,341
18,210
18,203
18,141
18,443
18,213
18,251
18,618
18,294
18,594
18,83
18,366
18,578
19,269
19,239
19,783
19,157
19,129
19,794
19,421
19,810
19,49
19,657
20,414
20,379
20,478
20,799
20,754
20,163
20,788
20,554
20,605
21,353
21,735
21,331
21,690
21,812
21,121
21,581
21,515
21,305
21,407
21,310
21,154
21,24
21,623
22,155
22,315
22,568
22,647
22,756
22,27
22,103
22,680
22,709
22,203
22,263
22,114
22,453
22,174
22,23
22,656
22,734
22,146
22,238
23,429
23,80
23,746
23,471
23,164
23,751
23,407
23,562
23,575
23,574
24,619
24,163
24,249
24,710
24,269
24,585
24,348
24,639
24,582
24,109
24,65
24,355
24,554
24,194
24,170
25,35
25,505
25,493
25,530
25,587
25,439
25,447
25,160
25,503
25,661
25,638
25,721
26,41
26,188
26,533
26,294
26,327
26,337
26,268
26,582
26,222
26,37
26,606
26,506
26,51
26,604
26,631
26,199
26,824
27,49
27,528
27,365
27,515
27,671
27,363
27,360
27,537
28,810
28,424
28,159
28,789
28,57
28,90
28,630
28,506
28,716
28,708
28,794
28,229
28,658
28,766
29,683
29,110
29,275
29,572
29,264
29,747
29,61
29,609
29,464
29,233
29,375
29,257
30,706
30,680
30,76
30,270
30,68
30,431
30,153
30,262
30,583
30,186
30,309
30,531
30,331
30,624
30,301
30,480
30,636
30,376
30,579
30,756
31,196
31,397
31,407
31,327
31,247
31,286
31,591
31,690
31,415
31,499
32,693
32,159
32,583
32,794
32,764
32,125
32,80
32,643
32,586
32,64
32,428
32,105
32,710
32,326
32,214
32,299
32,131
33,420
33,805
33,435
33,496
33,312
33,645
33,763
33,415
33,586
33,384
33,419
33,479
33,370
33,633
33,665
34,770
34,796
34,803
34,829
34,211
34,396
34,147
34,552
34,194
34,290
34,180
34,281
34,268
34,642
34,577
34,610
34,697
34,821
34,823
34,87
34,261
35,166
35,549
35,461
35,282
35,445
35,467
35,86
35,489
35,524
35,614
35,286
36,356
36,792
36,222
36,285
36,224
36,612
36,557
36,263
36,797
36,286
36,332
36,552
36,492
36,635
36,325
36,596
36,495
36,294
36,213
36,100
37,698
37,86
37,377
37,229
37,542
37,217
37,251
37,231
37,804
37,561
37,815
38,730
38,679
38,414
38,442
38,365
38,556
38,767
38,98
38,69
38,372
38,565
38,160
38,505
38,62
38,711
38,464
38,424
38,486
38,150
38,137
38,768
39,494
39,618
39,465
39,822
39,764
39,559
39,827
39,440
39,744
39,76
39,145
39,119
39,147
39,743
39,368
39,253
39,89
39,423
39,467
40,94
40,689
40,199
40,593
40,823
40,784
40,79
40,520
40,604
40,738
40,135
40,671
40,814
40,546
40,801
40,770
40,434
40,255
41,491
41,674
41,460
41,378
41,718
41,73
41,119
41,275
41,641
41,797
41,684
41,191
41,564
41,649
42,441
42,428
42,327
42,424
42,484
42,259
42,581
42,543
42,189
42,94
42,621
42,314
42,723
42,178
42,395
42,537
42,352
42,778
42,354
42,124
43,722
43,516
43,47
43,458
43,593
43,333
43,709
43,82
43,811
43,166
43,508
43,109
44,287
44,200
44,696
44,684
44,94
44,623
44,449
44,583
44,315
44,582
44,69
44,351
45,54
45,236
45,67
45,380
45,353
45,527
45,511
45,635
45,568
45,513
45,403
45,268
45,211
45,819
46,558
46,302
46,93
46,488
46,818
46,323
46,58
46,290
46,321
46,464
46,345
46,276
46,213
46,490
46,814
47,367
47,247
47,291
47,484
47,585
47,351
47,95
47,139
47,572
47,543
47,803
47,502
47,186
47,357
47,666
47,822
47,583
47,219
48,214
48,303
48,502
48,793
48,54
48,524
48,87
48,86
48,263
48,568
48,465
48,555
48,380
48,563
48,339
48,593
48,112
48,261
48,256
48,636
48,385
48,785
48,95
49,798
49,537
49,622
49,476
49,392
49,376
49,72
49,585
49,551
49,557
49,262
49,77
49,432
50,112
50,90
50,649
50,332
50,768
50,167
50,600
50,431
50,215
50,408
50,367
50,786
50,266
50,207
50,823
50,467
50,297
51,577
51,511
51,683
51,746
51,743
51,500
51,344
51,61
