Source,Target
0,793
0,203
0,504
0,771
0,230
0,284
0,116
0,740
0,538
0,671
0,667
0,155
0,297
0,713
0,637
1,528
1,581
1,746
1,815
1,319
1,180
1,421
1,810
1,462
1,453
1,78
1,283
1,115
2,801
2,37
2,269
2,328
2,140
2,440
2,162
2,298
2,479
2,253
2,243
2,410
2,367
2,826
3,389
3,561
3,339
3,187
3,618
3,570
3,158
3,765
3,70
3,45
3,72
3,585
3,144
3,518
4,328
4,589
4,675
4,551
4,53
4,517
4,716
4,335
4,203
4,653
4,82
4,68
4,529
4,434
4,543
4,646
4,191
4,496
5,327
5,819
5,293
5,493
5,59
5,297
5,476
5,267
5,222
5,478
5,591
5,715
5,609
6,607
6,451
6,488
6,166
6,175
6,142
6,225
6,31
6,319
6,299
6,374
6,388
6,403
6,59
6,754
6,72
6,713
6,472
6,386
6,803
6,448
6,487
6,113
6,589
7,512
7,773
7,39
7,477
7,821
7,355
7,95
7,624
7,675
7,67
7,268
7,29
7,193
7,188
7,828
7,25
7,342
8,823
8,315
8,123
8,29
8,398
8,737
8,786
8,152
8,470
8,73
8,812
8,172
8,579
8,793
8,81
8,62
9,668
9,479
9,617
9,154
9,816
9,65
9,643
9,383
9,72
9,12
9,756
9,68
9,435
9,533
9,801
9,780
9,329
9,461
10,390
10,205
10,228
10,149
10,736
10,76
10,84
10,93
10,612
11,575
11,637
11,51
11,723
11,234
11,279
11,761
11,668
11,707
11,606
11,820
11,808
11,788
11,426
11,183
11,133
11,679
11,85
11,247
11,551
12,226
12,500
12,139
12,724
12,714
12,804
12,324
12,628
12,659
12,488
12,227
12,358
12,323
12,295
12,727
13,314
13,814
13,477
13,776
13,818
13,66
13,792
13,52
13,452
13,95
13,423
14,550
14,579
14,74
14,683
14,474
14,821
14,301
14,98
14,134
14,629
14,55
14,111
14,508
14,825
14,90
14,427
14,337
15,643
15,63
15,190
15,799
15,335
15,249
15,620
15,42
15,783
15,240
15,656
15,347
16,471
16,90
16,761
16,50
16,675
16,138
16,594
16,342
16,314
16,816
16,533
16,382
16,749
16,75
16,287
16,363
16,763
16,534
17,826
17,127
17,762
17,90
17,112
17,38
17,418
17,413
17,293
17,267
17,67
17,96
17,97
17,284
17,104
17,253
17,784
17,353
17,238
18,539
18,349
18,206
18,44
18,249
18,766
18,377
18,527
18,807
18,657
18,318
18,699
18,776
18,305
18,277
18,415
18,138
18,629
18,48
18,498
18,772
19,141
19,536
19,803
19,242
19,403
19,554
19,272
19,645
19,179
19,269
19,641
19,710
19,86
19,681
19,164
19,64
19,154
19,304
19,429
19,655
19,249
19,567
19,77
20,116
20,27
20,429
20,26
20,334
20,410
20,82
20,279
20,637
20,660
20,646
20,526
20,419
20,353
21,767
21,537
21,80
21,605
21,696
21,631
21,560
21,637
21,479
21,597
21,42
21,277
21,78
21,124
21,546
22,109
22,323
22,203
22,689
22,84
22,743
22,239
22,156
22,768
22,118
22,505
22,464
22,345
22,674
22,312
22,582
22,565
22,711
22,443
23,206
23,644
23,38
23,467
23,690
23,295
23,125
23,782
23,173
23,608
23,519
23,479
24,731
24,35
24,417
24,400
24,458
24,664
24,291
24,202
24,170
24,162
24,478
24,264
24,105
25,284
25,452
25,687
25,640
25,693
25,498
25,522
25,589
25,130
25,411
25,209
25,197
25,678
25,717
25,43
25,172
25,415
26,274
26,593
26,530
26,754
26,819
26,161
26,217
26,763
26,243
26,316
26,737
26,394
26,626
27,202
27,114
27,181
27,657
27,515
27,625
27,303
27,763
27,409
27,42
27,458
27,405
27,820
28,273
28,563
28,283
28,630
28,241
28,143
28,649
28,502
28,785
28,443
28,367
28,352
28,205
28,704
28,206
28,409
28,542
29,721
29,687
29,331
29,151
29,109
29,538
29,786
29,319
29,115
29,311
29,203
29,503
29,45
30,622
30,442
30,231
30,634
30,321
30,604
30,729
30,377
30,697
30,719
30,758
30,825
31,327
31,456
31,721
31,281
31,186
31,596
31,801
31,805
31,261
31,64
31,670
32,137
32,252
32,178
32,387
32,141
32,199
32,737
32,328
33,161
33,748
33,138
33,755
33,526
33,510
33,362
33,696
33,131
33,209
33,453
33,551
33,760
33,305
33,795
33,54
34,630
34,761
34,382
34,612
34,127
34,655
34,368
34,268
34,318
34,694
34,177
34,245
34,738
35,260
35,569
35,186
35,696
35,725
35,346
35,766
35,551
35,762
35,68
35,238
35,170
35,215
35,167
35,478
36,305
36,447
36,281
36,275
36,312
37,105
37,103
37,438
37,613
37,648
37,54
37,437
37,114
37,209
38,142
38,525
38,312
38,265
38,635
38,829
38,180
38,340
38,544
38,508
38,473
38,152
38,204
38,683
39,458
39,345
39,454
39,432
39,543
39,55
39,592
39,705
39,602
39,314
39,574
39,632
39,505
39,270
39,169
39,464
39,475
39,146
40,234
40,339
40,728
40,645
40,273
40,443
40,125
40,240
40,335
40,48
40,365
40,707
40,470
40,159
40,414
40,738
41,120
41,623
41,421
41,491
41,581
41,672
41,554
41,792
41,77
41,770
41,490
41,745
41,138
41,331
41,569
41,801
42,254
42,664
42,738
42,570
42,559
42,210
42,377
42,625
42,185
42,226
42,121
42,679
42,274
43,77
43,328
43,135
43,72
43,249
43,395
43,528
43,317
43,599
43,626
43,349
43,116
43,600
43,167
43,386
43,326
43,202
43,391
43,791
43,647
43,617
43,518
44,52
44,573
44,636
44,666
44,743
44,752
44,208
44,456
44,776
44,113
44,175
45,489
45,825
45,717
45,450
45,139
45,805
45,451
45,765
45,313
46,486
46,760
46,156
46,324
46,544
46,660
46,142
46,66
46,417
47,625
47,822
47,756
47,644
47,535
47,684
47,338
47,576
47,168
47,227
47,349
47,255
47,232
48,670
48,785
48,115
48,84
48,472
48,457
48,467
48,273
48,343
48,316
48,287
48,181
49,131
49,772
49,493
49,555
49,809
49,608
49,324
49,121
49,596
49,211
49,689
49,67
49,127
49,241
49,737
49,599
49,306
49,674
49,787
49,348
49,404
50,824
50,295
50,361
50,726
50,211
50,662
50,350
50,708
50,259
50,243
50,97
50,613
50,257
50,758
50,165
50,54
50,509
50,235
51,176
51,740
51,183
51,458
51,84
51,143
51,415
51,168
51,349
52,333
52,512
52,213
52,648
52,769
52,60
52,674
52,210
52,563
53,294
53,573
53,272
53,208
53,188
53,689
53,761
53,458
53,62
53,679
53,520
53,390
53,662
53,403
53,413
53,486
53,265
53,442
53,253
53,479
54,165
54,430
54,798
54,732
54,73
54,544
54,760
54,111
54,370
54,151
54,532
54,665
54,431
