Source,Target,Weight
hanryang1125,penyo_,{}
hanryang1125,oniyadayo,{}
hanryang1125,jukes,{}
hanryang1125,MrSavage,{}
hanryang1125,Etoiles,{}
hanryang1125,roki_ch,{}
hanryang1125,mizkif,{}
oniyadayo,Gotaga,{}
oniyadayo,h920103,{}
oniyadayo,karlnetwork,{}
oniyadayo,loud_coringa,{}
oniyadayo,dasoku_aniki,{}
oniyadayo,johnny3047258,{}
oniyadayo,xkwhd,{}
oniyadayo,nrg_daequan,{}
oniyadayo,Kamet0,{}
oniyadayo,apryze,{}
oniyadayo,daltoosh,{}
oniyadayo,Ponce,{}
jukes,lazvell,{}
jukes,GeorgeNotFound,{}
jukes,iam_xq,{}
jukes,BarcaGamer,{}
jukes,mokouliszt1,{}
jukes,nubulswamp,{}
Etoiles,kato_junichi0817,{}
Etoiles,dopa24,{}
Etoiles,leechunhyang,{}
Etoiles,juansguarnizo,{}
Etoiles,pokimane,{}
Etoiles,JackManifoldTV,{}
Etoiles,GeorgeNotFound,{}
Etoiles,Inoxtag,{}
Etoiles,Squeezie,{}
Etoiles,mistermv,{}
Etoiles,RanbooLive,{}
Etoiles,paka9999,{}
Etoiles,CaptainPuffy,{}
Etoiles,hannahxxrose,{}
aba4647,DavyJones,{}
aba4647,sz_taisheen,{}
aba4647,Chica,{}
aba4647,GenshinImpactOfficial,{}
aba4647,TSM_ImperialHal,{}
aba4647,gutitubo,{}
aba4647,Fundy,{}
Fundy,Tubbo,{}
Fundy,RebeuDeter,{}
Fundy,jaewon4915,{}
Fundy,gumayusi,{}
Fundy,Bugha,{}
Fundy,IamCristinini,{}
Fundy,Jelty,{}
Fundy,agueppo,{}
Fundy,bgirl_0,{}
Fundy,nanayango3o,{}
Fundy,LeBouseuh,{}
Fundy,nniru,{}
Fundy,snow_hite,{}
Fundy,Mizkif,{}
Fundy,JLTomy,{}
Fundy,WilburSoot,{}
Fundy,Staryuuki,{}
Fundy,xXxTheFocuSxXx,{}
Fundy,stylishnoob4,{}
Fundy,Slimecicle,{}
Fundy,Technoblade,{}
Fundy,TinaKitten,{}
Fundy,aminematue,{}
Fundy,skeppy,{}
Fundy,Kamet0,{}
Fundy,sweetdreams,{}
Fundy,karljacobs,{}
Fundy,dmf_kyochan,{}
Fundy,biyin_,{}
Fundy,Sykkuno,{}
Fundy,sapnapalt,{}
Fundy,zilioner,{}
Fundy,rlgus1006,{}
Fundy,kumikomii,{}
Fundy,GeorgeNotFound,{}
handongsuk,score1992,{}
handongsuk,chimin941214,{}
handongsuk,t1esports,{}
handongsuk,Carreraaa,{}
handongsuk,sodapoppin,{}
handongsuk,lol_peanut,{}
handongsuk,Guaxinim,{}
handongsuk,ziGueira,{}
chimin941214,t1_keria,{}
chimin941214,Antfrost,{}
chimin941214,Jelty,{}
chimin941214,natalan,{}
chimin941214,xXxTheFocuSxXx,{}
chimin941214,kanae_2434,{}
chimin941214,loud_bradoock,{}
chimin941214,handongsuk,{}
chimin941214,academy,{}
chimin941214,Gemita,{}
chimin941214,8ljaywalking,{}
chimin941214,zoodasa,{}
chimin941214,a60426042,{}
chimin941214,Tocata,{}
chimin941214,9ambler,{}
chimin941214,x2Twins,{}
chimin941214,nyanners,{}
chimin941214,michou_twitch,{}
chimin941214,loud_coringa,{}
chimin941214,kimddolbok,{}
chimin941214,dkwl025,{}
chimin941214,MoMaN,{}
chimin941214,yunzinseok,{}
chimin941214,steelohs,{}
t1esports,dopa24,{}
t1esports,Eret,{}
t1esports,daiantsuda514,{}
t1esports,loud_voltan,{}
t1esports,Alliege,{}
t1esports,iiTzTimmy,{}
t1esports,ibai,{}
t1esports,jinjalim,{}
t1esports,Nephtunie,{}
t1esports,ao_o5,{}
t1esports,yamatonjp,{}
t1esports,wkgml,{}
t1esports,wahahaha830,{}
Carreraaa,GeorgeNotFound,{}
Carreraaa,aminematue,{}
Carreraaa,Sardoche,{}
Carreraaa,Technoblade,{}
Carreraaa,QuarterJade,{}
Carreraaa,bakzera,{}
Carreraaa,ElMariana,{}
Carreraaa,genburten,{}
Carreraaa,valorant_jpn,{}
Carreraaa,ibai,{}
Carreraaa,radiyu,{}
Carreraaa,tommyinnit,{}
Carreraaa,sasatikk,{}
Carreraaa,CaptainPuffy,{}
Carreraaa,lululuvely,{}
Carreraaa,Bugha,{}
Carreraaa,jaewon4915,{}
sodapoppin,ludwig,{}
sodapoppin,aminematue,{}
sodapoppin,spygea,{}
sodapoppin,zilioner,{}
sodapoppin,hannahxxrose,{}
sodapoppin,Sapnap,{}
sodapoppin,Technoblade,{}
sodapoppin,leechunhyang,{}
sodapoppin,tommyinnit,{}
lck_korea,AussieAntics,{}
lck_korea,yunzinseok,{}
lck_korea,fr_zod,{}
lck_korea,jean_mago,{}
lck_korea,PaymoneyWubby,{}
lck_korea,loud_mob,{}
lck_korea,MenosTrece,{}
lck_korea,edward2065,{}
AussieAntics,fps_shaka,{}
AussieAntics,Corpse_Husband,{}
AussieAntics,karlnetwork,{}
AussieAntics,sapnapalt,{}
AussieAntics,GeorgeNotFound,{}
