Source,Target,Weight
hanryang1125,QTCinderella,{}
hanryang1125,FaZeSway,{}
hanryang1125,hwkang2,{}
hanryang1125,ok_ja,{}
hanryang1125,tenz,{}
hanryang1125,xQcOW,{}
hanryang1125,swab85,{}
hanryang1125,iiTzTimmy,{}
QTCinderella,tommyinnit,{}
QTCinderella,pjs9073,{}
QTCinderella,Doigby,{}
QTCinderella,RobertoCein,{}
QTCinderella,ElMariana,{}
QTCinderella,mistermv,{}
QTCinderella,PipePunk,{}
QTCinderella,tmxk319,{}
QTCinderella,jinu6734,{}
QTCinderella,TubboLIVE,{}
QTCinderella,nniru,{}
QTCinderella,Purpled,{}
QTCinderella,Squeezie,{}
QTCinderella,ElSpreen,{}
QTCinderella,gumayusi,{}
QTCinderella,WankilStudio,{}
FaZeSway,Sapnap,{}
FaZeSway,tommyinnitalt,{}
FaZeSway,CaptainPuffy,{}
FaZeSway,aminematue,{}
FaZeSway,auronplay,{}
FaZeSway,dreamwastaken,{}
FaZeSway,TinaKitten,{}
FaZeSway,spygea,{}
xQcOW,sinatraa,{}
xQcOW,WilburSoot,{}
xQcOW,Ponce,{}
xQcOW,Sapnap,{}
xQcOW,Robleis,{}
xQcOW,2chamcham2,{}
xQcOW,runner0608,{}
xQcOW,dopa24,{}
xQcOW,MissaSinfonia,{}
xQcOW,tmxk319,{}
xQcOW,Quackity,{}
xQcOW,gumayusi,{}
iiTzTimmy,gumayusi,{}
iiTzTimmy,LakshartNia,{}
iiTzTimmy,AriGameplays,{}
iiTzTimmy,hanryang1125,{}
iiTzTimmy,tmxk319,{}
iiTzTimmy,k4sen,{}
iiTzTimmy,ThisIsNotGeorgeNotFound,{}
iiTzTimmy,sapnapalt,{}
iiTzTimmy,elded,{}
iiTzTimmy,alanzoka,{}
iiTzTimmy,MoMaN,{}
aba4647,nokokopuffs,{}
aba4647,PlayHard,{}
aba4647,jdm2088,{}
aba4647,Ramee,{}
aba4647,CaptainPuffy,{}
aba4647,DavyJones,{}
aba4647,cherrypach,{}
nokokopuffs,Sardoche,{}
nokokopuffs,a60426042,{}
nokokopuffs,lol_woolf,{}
nokokopuffs,saddummy,{}
nokokopuffs,iam_xq,{}
nokokopuffs,Domingo,{}
nokokopuffs,ElSpreen,{}
nokokopuffs,Sykkuno,{}
nokokopuffs,ibai,{}
nokokopuffs,loud_bradoock,{}
nokokopuffs,DisguisedToast,{}
nokokopuffs,tenz,{}
nokokopuffs,nanayango3o,{}
nokokopuffs,WARDELL,{}
nokokopuffs,PipePunk,{}
nokokopuffs,cr_rion,{}
nokokopuffs,yufuna,{}
nokokopuffs,BrookeAB,{}
PlayHard,kumikomii,{}
PlayHard,aminematue,{}
PlayHard,dreamwastaken,{}
PlayHard,t1_keria,{}
PlayHard,ShahZaM,{}
PlayHard,rngudwnswkd,{}
CaptainPuffy,Squeezie,{}
CaptainPuffy,JackManifoldTV,{}
CaptainPuffy,dreamwastaken,{}
CaptainPuffy,biyin_,{}
CaptainPuffy,qcnb123,{}
CaptainPuffy,t1_keria,{}
CaptainPuffy,faker,{}
CaptainPuffy,Technoblade,{}
CaptainPuffy,8cho,{}
CaptainPuffy,jasper7se,{}
CaptainPuffy,ZeratoR,{}
CaptainPuffy,Purpled,{}
CaptainPuffy,shroud,{}
CaptainPuffy,tommyinnitalt,{}
CaptainPuffy,aceu,{}
CaptainPuffy,skeppy,{}
CaptainPuffy,stylishnoob4,{}
CaptainPuffy,loud_coringa,{}
CaptainPuffy,xkwhd,{}
CaptainPuffy,WilburSoot,{}
CaptainPuffy,nniru,{}
CaptainPuffy,snow_hite,{}
CaptainPuffy,alanzoka,{}
CaptainPuffy,pokimane,{}
CaptainPuffy,euriece,{}
CaptainPuffy,aimsey,{}
CaptainPuffy,dasoku_aniki,{}
CaptainPuffy,BadBoyHalo,{}
CaptainPuffy,Foolish_Gamers,{}
CaptainPuffy,Sardoche,{}
CaptainPuffy,Domingo,{}
CaptainPuffy,TenZ,{}
CaptainPuffy,box930205,{}
CaptainPuffy,rkdwl12,{}
CaptainPuffy,sutanmi,{}
cherrypach,CriticalRole,{}
cherrypach,gafallen,{}
cherrypach,tommyinnitalt,{}
cherrypach,twitchpresentskr,{}
cherrypach,kkoma,{}
cherrypach,dzukill,{}
cherrypach,AussieAntics,{}
cherrypach,dopa24,{}
cherrypach,AriaSaki,{}
cherrypach,jukes,{}
cherrypach,aminematue,{}
cherrypach,riotgamesjp,{}
cherrypach,Snip3down,{}
cherrypach,flurry1989,{}
cherrypach,Mizkif,{}
cherrypach,JeanPormanove,{}
cherrypach,chimin941214,{}
cherrypach,ronaronakr,{}
cherrypach,Kyedae,{}
cherrypach,bgirl_0,{}
cherrypach,sykkuno,{}
cherrypach,gosegugosegu,{}
cherrypach,projektmelody,{}
cherrypach,parkjand,{}
cherrypach,Myth,{}
cherrypach,pimpimenta,{}
cherrypach,qufl0,{}
cherrypach,YoDa,{}
cherrypach,akvl1229,{}
cherrypach,yagubu,{}
cherrypach,jlamaru,{}
handongsuk,Yassuo,{}
handongsuk,ThisIsNotGeorgeNotFound,{}
handongsuk,95pingman,{}
handongsuk,fnxLNTC,{}
handongsuk,ailee_official,{}
handongsuk,nicewigg,{}
handongsuk,brtt,{}
handongsuk,riotgameslatam,{}
ThisIsNotGeorgeNotFound,Mizkif,{}
ThisIsNotGeorgeNotFound,WilburSoot,{}
ThisIsNotGeorgeNotFound,nanayango3o,{}
ThisIsNotGeorgeNotFound,Staryuuki,{}
ThisIsNotGeorgeNotFound,Eret,{}
ThisIsNotGeorgeNotFound,Foolish_Gamers,{}
ThisIsNotGeorgeNotFound,QuackityToo,{}
ThisIsNotGeorgeNotFound,zilioner,{}
ThisIsNotGeorgeNotFound,t1_teddy,{}
ThisIsNotGeorgeNotFound,paka9999,{}
ThisIsNotGeorgeNotFound,flowergam0326,{}
ThisIsNotGeorgeNotFound,skeppy,{}
ThisIsNotGeorgeNotFound,Squeezie,{}
ThisIsNotGeorgeNotFound,JeelTV,{}
ThisIsNotGeorgeNotFound,iitztimmy,{}
ThisIsNotGeorgeNotFound,wkgml,{}
ThisIsNotGeorgeNotFound,ElSpreen,{}
ThisIsNotGeorgeNotFound,michou_twitch,{}
ThisIsNotGeorgeNotFound,fr_zod,{}
ThisIsNotGeorgeNotFound,Kamet0,{}
ThisIsNotGeorgeNotFound,kuiki771,{}
ThisIsNotGeorgeNotFound,nniru,{}
ThisIsNotGeorgeNotFound,gongparipa,{}
ThisIsNotGeorgeNotFound,Gaules,{}
ThisIsNotGeorgeNotFound,hannahxxrose,{}
ThisIsNotGeorgeNotFound,alelu,{}
ThisIsNotGeorgeNotFound,dtn_mukai,{}
ThisIsNotGeorgeNotFound,moistcr1tikal,{}
ThisIsNotGeorgeNotFound,shroud,{}
ThisIsNotGeorgeNotFound,JackManifoldTV,{}
ThisIsNotGeorgeNotFound,xQcOW,{}
ThisIsNotGeorgeNotFound,oniyadayo,{}
ThisIsNotGeorgeNotFound,pokimane,{}
ThisIsNotGeorgeNotFound,sapnapalt,{}
95pingman,BoomerNA,{}
95pingman,CBLOL,{}
95pingman,viichan6,{}
95pingman,s1032204,{}
95pingman,MrSavage,{}
95pingman,lcs,{}
95pingman,bbonge_,{}
95pingman,laurebv,{}
95pingman,myth,{}
95pingman,neymarjr,{}
95pingman,shivfps,{}
95pingman,albralelie,{}
95pingman,ooenotakayuki,{}
95pingman,8cho,{}
95pingman,LCS,{}
95pingman,faker,{}
95pingman,flowervin,{}
95pingman,LanuSky,{}
95pingman,heyst1000,{}
95pingman,wrq241,{}
95pingman,Reetlol,{}
95pingman,nniru,{}
95pingman,Ninja,{}
95pingman,traytonlol,{}
95pingman,playapex,{}
95pingman,box930205,{}
95pingman,shibuyahal,{}
95pingman,Maya,{}
95pingman,tempplex_,{}
95pingman,Asmongold,{}
95pingman,IamCristinini,{}
95pingman,t1_teddy,{}
95pingman,xXxTheFocuSxXx,{}
95pingman,Punz,{}
95pingman,tommyinnitalt,{}
95pingman,Cellbit,{}
fnxLNTC,t1_keria,{}
fnxLNTC,fps_shaka,{}
fnxLNTC,Jelty,{}
fnxLNTC,nniru,{}
fnxLNTC,AlphaCast,{}
fnxLNTC,ronaronakr,{}
fnxLNTC,Ponce,{}
fnxLNTC,mokouliszt1,{}
fnxLNTC,jdm2088,{}
fnxLNTC,IamCristinini,{}
nicewigg,LeBouseuh,{}
nicewigg,aimsey,{}
nicewigg,Reborn_Live,{}
nicewigg,kimnamsoon,{}
nicewigg,bakzera,{}
nicewigg,auronplay,{}
nicewigg,TubboLIVE,{}
nicewigg,qq102qq,{}
nicewigg,shivfps,{}
nicewigg,Robleis,{}
nicewigg,fuslie,{}
brtt,nanayango3o,{}
brtt,aceu,{}
brtt,loud_coringa,{}
brtt,LeBouseuh,{}
brtt,Slimecicle,{}
brtt,bbonge_,{}
brtt,tmxk319,{}
brtt,nubulswamp,{}
brtt,jaewon4915,{}
brtt,aXoZer,{}
brtt,rngudwnswkd,{}
lck_korea,pyosixs,{}
lck_korea,tanukininja,{}
lck_korea,t1_cuzz,{}
lck_korea,Laink,{}
lck_korea,samueletienne,{}
lck_korea,d_obby,{}
lck_korea,nangodof,{}
lck_korea,Markiplier,{}
t1_cuzz,yoshinama222,{}
t1_cuzz,nnabi,{}
t1_cuzz,JustaMinx,{}
t1_cuzz,cpt_sama,{}
t1_cuzz,rjsqn1109,{}
t1_cuzz,cherrypach,{}
t1_cuzz,nodolly,{}
t1_cuzz,Kamet0,{}
t1_cuzz,ao_o5,{}
t1_cuzz,QuarterJade,{}
t1_cuzz,waolol1,{}
t1_cuzz,mother3rd,{}
t1_cuzz,natalan,{}
t1_cuzz,BrookeAB,{}
Laink,JLAmaru,{}
Laink,BadBoyHalo,{}
Laink,aminematue,{}
Laink,Mizkif,{}
Laink,yufuna,{}
Laink,ElMariana,{}
Laink,aimsey,{}
Laink,JustaMinx,{}
Laink,wkgml,{}
Laink,pokimane,{}
Laink,spygea,{}
Laink,sapnapalt,{}
Laink,ranboobutnot,{}
Laink,awesamdude,{}
Laink,pjs9073,{}
Laink,tommyinnitalt,{}
Laink,WankilStudio,{}
Laink,stylishnoob4,{}
Laink,DreamAlt_,{}
Laink,obm1025,{}
Markiplier,lck_korea,{}
obm1025,meowko,{}
obm1025,score1992,{}
meowko,TPAIN,{}
meowko,tmxk319,{}
saddummy,Reverse2k,{}
saddummy,Kaceytron,{}
woowakgood,CodeMiko,{}
woowakgood,SkyrrozTV,{}
woowakgood,shomaru7,{}
woowakgood,ses836,{}
woowakgood,tobiasfate,{}
woowakgood,AsunaWEEB,{}
woowakgood,Terracid,{}
woowakgood,sutanmi,{}
woowakgood,AussieAntics,{}
woowakgood,raderaderader,{}
CodeMiko,Sapnap,{}
CodeMiko,nniru,{}
CodeMiko,xQcOW,{}
SkyrrozTV,Sykkuno,{}
SkyrrozTV,faker,{}
SkyrrozTV,Punz,{}
SkyrrozTV,ThisIsNotGeorgeNotFound,{}
SkyrrozTV,aminematue,{}
SkyrrozTV,WilburSoot,{}
SkyrrozTV,pokimane,{}
SkyrrozTV,skeppy,{}
SkyrrozTV,tommyinnitalt,{}
ses836,magenta62,{}
ses836,genburten,{}
ses836,karlnetwork,{}
ses836,rprx,{}
ses836,calango,{}
ses836,jungryeok,{}
ses836,mmafu_,{}
ses836,RocketLeague,{}
ses836,xqcow,{}
ses836,rhffkddl96,{}
ses836,spygea,{}
ses836,awesamdude,{}
ses836,alelu,{}
ses836,ljh0328,{}
ses836,wahahaha830,{}
ses836,aXoZer,{}
AsunaWEEB,Philza,{}
AsunaWEEB,JustaMinx,{}
AsunaWEEB,ElSpreen,{}
AsunaWEEB,Fundy,{}
AsunaWEEB,LakshartNia,{}
AsunaWEEB,Locklear,{}
AsunaWEEB,stylishnoob4,{}
AsunaWEEB,Kamet0,{}
AsunaWEEB,tmxk319,{}
AsunaWEEB,ibai,{}
AsunaWEEB,Domingo,{}
AsunaWEEB,CaptainPuffy,{}
AsunaWEEB,Quackity,{}
Terracid,JustaMinx,{}
Terracid,JLAmaru,{}
Terracid,Philza,{}
Terracid,Punz,{}
Terracid,wkgml,{}
Terracid,skeppy,{}
Terracid,tmxk319,{}
Terracid,Tubbo,{}
Terracid,karlnetwork,{}
Terracid,stylishnoob4,{}
Terracid,aminematue,{}
Terracid,Foolish_Gamers,{}
Terracid,ElMariana,{}
Terracid,fps_shaka,{}
Terracid,TubboLIVE,{}
Terracid,hannahxxrose,{}
Terracid,Technoblade,{}
Terracid,WilburSoot,{}
Terracid,Gotaga,{}
Terracid,QuackityToo,{}
Terracid,JackManifoldTV,{}
sutanmi,pjs9073,{}
sutanmi,lita282,{}
