Source,Target,Weight
hanryang1125,wahahaha830,{}
hanryang1125,loud_bradoock,{}
hanryang1125,lol_woolf,{}
hanryang1125,t1_keria,{}
hanryang1125,Domingo,{}
hanryang1125,shomaru7,{}
hanryang1125,t1moment,{}
hanryang1125,Subroza,{}
wahahaha830,SypherPK,{}
wahahaha830,lec,{}
wahahaha830,HBomb94,{}
wahahaha830,nicewigg,{}
wahahaha830,faker,{}
wahahaha830,tommyinnitalt,{}
wahahaha830,cidcidoso,{}
wahahaha830,dkwl025,{}
wahahaha830,Tubbo,{}
wahahaha830,karljacobs,{}
wahahaha830,Slimecicle,{}
wahahaha830,IamCristinini,{}
loud_bradoock,stylishnoob4,{}
loud_bradoock,nniru,{}
loud_bradoock,komanche,{}
loud_bradoock,Gaules,{}
loud_bradoock,Foolish_Gamers,{}
loud_bradoock,ddahyoni,{}
loud_bradoock,silphtv,{}
loud_bradoock,MoMaN,{}
loud_bradoock,tommyinnitalt,{}
loud_bradoock,RebeuDeter,{}
loud_bradoock,Sapnap,{}
lol_woolf,NickEh30,{}
lol_woolf,Amouranth,{}
lol_woolf,mokouliszt1,{}
lol_woolf,pjs9073,{}
lol_woolf,beryl0202,{}
lol_woolf,zainita,{}
lol_woolf,yutapongo,{}
lol_woolf,RatedEpicz,{}
lol_woolf,zevent,{}
lol_woolf,mmange2,{}
lol_woolf,Ramee,{}
lol_woolf,ljh0328,{}
lol_woolf,RebeuDeter,{}
lol_woolf,bbonge_,{}
lol_woolf,QuackityToo,{}
lol_woolf,qq102qq,{}
t1_keria,radiyu,{}
t1_keria,lubatv,{}
t1_keria,SypherPK,{}
t1_keria,nrg_hamlinz,{}
Domingo,woowakgood,{}
Domingo,ranboobutnot,{}
Domingo,iitztimmy,{}
Domingo,CaptainPuffy,{}
Domingo,rkdwl12,{}
Domingo,gumayusi,{}
Domingo,GeorgeNotFound,{}
Domingo,tsm_imperialhal,{}
Domingo,Sardoche,{}
Domingo,aba4647,{}
Domingo,tommyinnitalt,{}
Domingo,Sapnap,{}
Domingo,juansguarnizo,{}
Domingo,loud_coringa,{}
Domingo,aminematue,{}
Subroza,Sykkuno,{}
Subroza,woowakgood,{}
Subroza,casimito,{}
Subroza,Rubius,{}
Subroza,t1_teddy,{}
Subroza,Fortnite,{}
Subroza,shivfps,{}
Subroza,Doigby,{}
Subroza,leechunhyang,{}
Subroza,kanae_2434,{}
Subroza,Masayoshi,{}
Subroza,ma_mwa,{}
Subroza,ronaronakr,{}
aba4647,bokugaimodesuyo,{}
aba4647,chimin941214,{}
aba4647,PGL,{}
aba4647,bebe872,{}
aba4647,bbyongluv,{}
aba4647,flamekr,{}
aba4647,Tocata,{}
chimin941214,s1032204,{}
chimin941214,sapnapalt,{}
chimin941214,hannahxxrose,{}
chimin941214,Maghla,{}
chimin941214,miya728,{}
chimin941214,nnabi,{}
chimin941214,DisguisedToast,{}
chimin941214,Emiru,{}
chimin941214,loud_thurzin,{}
chimin941214,rlgus1006,{}
chimin941214,Subroza,{}
chimin941214,akakzldzhd,{}
chimin941214,msmsms213,{}
chimin941214,valorant,{}
chimin941214,LakshartNia,{}
chimin941214,alelu,{}
chimin941214,Foolish_Gamers,{}
chimin941214,dopa24,{}
chimin941214,som0322,{}
chimin941214,TaySon,{}
chimin941214,jankos,{}
chimin941214,MoMaN,{}
chimin941214,rogue,{}
chimin941214,Loserfruit,{}
chimin941214,lol_woolf,{}
PGL,gumayusi,{}
PGL,silphtv,{}
bebe872,lululuvely,{}
bebe872,HasanAbi,{}
flamekr,lol_ambition,{}
flamekr,shroud,{}
flamekr,Staryuuki,{}
flamekr,rainblue37,{}
flamekr,DreamAlt_,{}
flamekr,loud_coringa,{}
flamekr,dopa24,{}
flamekr,obm1025,{}
flamekr,lestream,{}
flamekr,wahahaha830,{}
flamekr,pikra10,{}
flamekr,Fundy,{}
flamekr,sorammmm,{}
flamekr,8cho,{}
Tocata,faker,{}
Tocata,auronplay,{}
Tocata,TheGrefg,{}
Tocata,Gotaga,{}
Tocata,Philza,{}
Tocata,tsm_imperialhal,{}
Tocata,BadBoyHalo,{}
Tocata,TubboLIVE,{}
Tocata,QuackityToo,{}
Tocata,Quackity,{}
handongsuk,lol_peanut,{}
handongsuk,CriticalRole,{}
handongsuk,NOBRU,{}
handongsuk,nafengg,{}
handongsuk,Carreraaa,{}
handongsuk,paka9999,{}
handongsuk,lazmall,{}
handongsuk,FarfadoxVEVO,{}
NOBRU,lol_ambition,{}
NOBRU,Domingo,{}
NOBRU,pjs9073,{}
NOBRU,Kyedae,{}
NOBRU,sah_yang,{}
NOBRU,leechunhyang,{}
NOBRU,genburten,{}
Carreraaa,tmxk319,{}
Carreraaa,Asmongold,{}
Carreraaa,fuslie,{}
Carreraaa,nanayango3o,{}
Carreraaa,lck_korea,{}
Carreraaa,paka9999,{}
Carreraaa,2chamcham2,{}
Carreraaa,crylixblooom,{}
Carreraaa,bbonge_,{}
Carreraaa,AntoineDaniel,{}
Carreraaa,Philza,{}
Carreraaa,cherrypach,{}
Carreraaa,Kamet0,{}
Carreraaa,baalzebb,{}
Carreraaa,karchez,{}
Carreraaa,Bugha,{}
Carreraaa,dmf_kyochan,{}
Carreraaa,mokouliszt1,{}
paka9999,rlawnsvy7,{}
paka9999,ringkyu1123,{}
paka9999,alfrea,{}
paka9999,Chanzes,{}
lck_korea,PRINCE__OFF,{}
lck_korea,ikeepittaco,{}
lck_korea,melina,{}
lck_korea,yukiofps14,{}
lck_korea,makiba7,{}
lck_korea,MoMaN,{}
lck_korea,Tfue,{}
lck_korea,LuluLuvely,{}
PRINCE__OFF,karlnetwork,{}
PRINCE__OFF,Quackity,{}
PRINCE__OFF,TubboLIVE,{}
PRINCE__OFF,JackManifoldTV,{}
PRINCE__OFF,RanbooLive,{}
PRINCE__OFF,TinaKitten,{}
PRINCE__OFF,xQcOW,{}
PRINCE__OFF,tmxk319,{}
PRINCE__OFF,dreamwastaken,{}
PRINCE__OFF,ThisIsNotGeorgeNotFound,{}
PRINCE__OFF,NimuVT,{}
PRINCE__OFF,GeorgeNotFound,{}
PRINCE__OFF,fps_shaka,{}
PRINCE__OFF,euriece,{}
PRINCE__OFF,riotgames,{}
yukiofps14,TinaKitten,{}
yukiofps14,zilioner,{}
yukiofps14,WilburSoot,{}
yukiofps14,MoMaN,{}
yukiofps14,volibear_oyo,{}
yukiofps14,JLTomy,{}
yukiofps14,som0322,{}
yukiofps14,GeorgeNotFound,{}
yukiofps14,Punz,{}
yukiofps14,FlowPodcast,{}
yukiofps14,rkdwl12,{}
yukiofps14,jasper7se,{}
yukiofps14,TenZ,{}
yukiofps14,Nihachu,{}
yukiofps14,DreamAlt_,{}
yukiofps14,RanbooLive,{}
yukiofps14,PipePunk,{}
yukiofps14,shibuyahal,{}
yukiofps14,QuarterJade,{}
yukiofps14,NOBRU,{}
yukiofps14,dda_ju,{}
yukiofps14,Nmplol,{}
yukiofps14,loud_thurzin,{}
yukiofps14,nicewigg,{}
yukiofps14,QTCinderella,{}
yukiofps14,bgirl_0,{}
makiba7,t1_ellim,{}
makiba7,FlowPodcast,{}
makiba7,tarik,{}
makiba7,pikra10,{}
makiba7,sah_yang,{}
makiba7,stansmith_jp,{}
makiba7,euriece,{}
makiba7,NickEh30,{}
makiba7,fr_zod,{}
makiba7,Foolish_Gamers,{}
makiba7,jasper7se,{}
makiba7,aba4647,{}
makiba7,spygea,{}
makiba7,Maya,{}
makiba7,lululuvely,{}
makiba7,itsRyanHiga,{}
makiba7,jukes,{}
makiba7,fps_shaka,{}
makiba7,leechunhyang,{}
makiba7,tsm_imperialhal,{}
makiba7,YoDa,{}
makiba7,Masayoshi,{}
makiba7,t1_keria,{}
makiba7,TenZ,{}
makiba7,pokimane,{}
