Source,Target,Weight
hanryang1125,lilpaaaaaa,{}
hanryang1125,michou_twitch,{}
hanryang1125,shibuyahal,{}
hanryang1125,traytonlol,{}
hanryang1125,projektmelody,{}
hanryang1125,t1_roach,{}
hanryang1125,liok0485,{}
hanryang1125,SoyPan,{}
michou_twitch,ludwig,{}
michou_twitch,h3h3productions,{}
michou_twitch,Foolish_Gamers,{}
michou_twitch,buckefps,{}
michou_twitch,johnwolfe,{}
michou_twitch,heyst1000,{}
michou_twitch,Reborn_Live,{}
michou_twitch,flamekr,{}
michou_twitch,Jelty,{}
michou_twitch,liok0485,{}
michou_twitch,vetheo,{}
michou_twitch,naruserin309,{}
michou_twitch,swon5274,{}
michou_twitch,gemaxgema,{}
michou_twitch,hwkang2,{}
michou_twitch,rogue,{}
michou_twitch,ziGueira,{}
shibuyahal,Alliege,{}
shibuyahal,esstree,{}
shibuyahal,agueppo,{}
shibuyahal,mistermv,{}
shibuyahal,Laink,{}
shibuyahal,Mizkif,{}
shibuyahal,TheKAIRI78,{}
shibuyahal,lol_woolf,{}
shibuyahal,flamekr,{}
shibuyahal,TubboLIVE,{}
shibuyahal,sapnapalt,{}
shibuyahal,xCry,{}
shibuyahal,cidcidoso,{}
shibuyahal,Perxitaa,{}
shibuyahal,JeelTV,{}
shibuyahal,lazvell,{}
projektmelody,Gaules,{}
projektmelody,NimuVT,{}
projektmelody,Antfrost,{}
projektmelody,sinatraa,{}
t1_roach,auronplay,{}
t1_roach,Gotaga,{}
t1_roach,Domingo,{}
t1_roach,Baiano,{}
t1_roach,WARDELL,{}
t1_roach,NICKMERCS,{}
t1_roach,flamekr,{}
t1_roach,ch960116,{}
t1_roach,raderaderader,{}
t1_roach,Kamet0,{}
t1_roach,jukes,{}
t1_roach,MrSavage,{}
t1_roach,mister903,{}
t1_roach,109ace,{}
t1_roach,PRINCE__OFF,{}
t1_roach,e_saem,{}
t1_roach,silphtv,{}
liok0485,Inoxtag,{}
liok0485,playapex,{}
liok0485,casimito,{}
liok0485,MenosTrece,{}
liok0485,nanayango3o,{}
liok0485,Jirayalecochon,{}
liok0485,ddony1,{}
liok0485,Amouranth,{}
liok0485,inecr7024,{}
liok0485,meiy_vl,{}
aba4647,fer,{}
aba4647,kuiki771,{}
aba4647,suxkingiscoming,{}
aba4647,39daph,{}
aba4647,paka9999,{}
aba4647,nicewigg,{}
aba4647,ibai,{}
fer,JLAmaru,{}
fer,Staryuuki,{}
fer,DropsByPonk,{}
fer,TenZ,{}
fer,kimddolbok,{}
fer,ThisIsNotGeorgeNotFound,{}
fer,Tubbo,{}
fer,DreamAlt_,{}
fer,95pingman,{}
kuiki771,nokduro,{}
kuiki771,39daph,{}
kuiki771,DreamAlt_,{}
kuiki771,faide,{}
kuiki771,Perxitaa,{}
kuiki771,Shiphtur,{}
kuiki771,xXxTheFocuSxXx,{}
kuiki771,veibae,{}
kuiki771,t1_keria,{}
kuiki771,ShahZaM,{}
kuiki771,Foolish_Gamers,{}
kuiki771,skeppy,{}
kuiki771,taxi2g,{}
kuiki771,ta1yo_tv,{}
kuiki771,sunbaking,{}
kuiki771,TenZ,{}
kuiki771,TheGrefg,{}
kuiki771,ibai,{}
kuiki771,PaymoneyWubby,{}
kuiki771,dzukill,{}
kuiki771,cidcidoso,{}
kuiki771,Solary,{}
kuiki771,Pestily,{}
kuiki771,beryl0202,{}
kuiki771,stylishnoob4,{}
39daph,tsm_imperialhal,{}
39daph,TinaKitten,{}
39daph,leechunhyang,{}
39daph,GeorgeNotFound,{}
39daph,kato_junichi0817,{}
39daph,LeBouseuh,{}
39daph,alanzoka,{}
39daph,AriGameplays,{}
39daph,Robleis,{}
39daph,aimsey,{}
39daph,Nihachu,{}
39daph,pokimane,{}
39daph,lck_korea,{}
39daph,elded,{}
39daph,hannahxxrose,{}
39daph,euriece,{}
paka9999,itsHafu,{}
paka9999,Aydan,{}
paka9999,k3soju,{}
paka9999,Tuli_acosta,{}
nicewigg,lubatv,{}
nicewigg,dmf_kyochan,{}
nicewigg,LeBouseuh,{}
