Source,Target,Weight
hanryang1125,leechunhyang,{}
hanryang1125,kuiki771,{}
hanryang1125,TwitchRivals,{}
hanryang1125,flowergam0326,{}
hanryang1125,bgirl_0,{}
hanryang1125,flamekr,{}
hanryang1125,yd0821,{}
hanryang1125,mizkif,{}
leechunhyang,lcs,{}
leechunhyang,flowergam0326,{}
leechunhyang,yvonnie,{}
leechunhyang,9ambler,{}
leechunhyang,t1_teddy,{}
leechunhyang,aba4647,{}
leechunhyang,shivfps,{}
leechunhyang,QuarterJade,{}
leechunhyang,fgcounter,{}
leechunhyang,canna,{}
leechunhyang,JeelTV,{}
leechunhyang,biyin_,{}
leechunhyang,JLTomy,{}
leechunhyang,Smzinho,{}
leechunhyang,wkddydwns0318,{}
leechunhyang,kumikomii,{}
leechunhyang,snow_hite,{}
leechunhyang,Perxitaa,{}
leechunhyang,NICKMERCS,{}
leechunhyang,faide,{}
leechunhyang,QTCinderella,{}
leechunhyang,magenta62,{}
leechunhyang,JaggerPrincesa,{}
leechunhyang,s1mple,{}
kuiki771,thebausffs,{}
kuiki771,x2Twins,{}
kuiki771,buckefps,{}
kuiki771,nisqyy,{}
kuiki771,ElMariana,{}
kuiki771,lol_cuvee,{}
kuiki771,ddahyoni,{}
kuiki771,iitztimmy,{}
kuiki771,johnny3047258,{}
kuiki771,Kaydop,{}
kuiki771,jukes,{}
kuiki771,BruceGrannec,{}
kuiki771,awesamdude,{}
kuiki771,oniyadayo,{}
kuiki771,pjs9073,{}
kuiki771,Gabi,{}
kuiki771,kimchi5863,{}
kuiki771,sinatraa,{}
kuiki771,Jelty,{}
kuiki771,95pingman,{}
kuiki771,twitchpresentskr,{}
kuiki771,gratis150ml,{}
kuiki771,ConnorEatsPants,{}
kuiki771,SLAKUN10,{}
kuiki771,CooLifeGame,{}
flowergam0326,karlnetwork,{}
flowergam0326,nokokopuffs,{}
flowergam0326,LanuSky,{}
flowergam0326,ailee_official,{}
flowergam0326,Anas_Off,{}
flowergam0326,TaySon,{}
flowergam0326,ZeratoR,{}
flowergam0326,crylixblooom,{}
flowergam0326,mother3rd,{}
flowergam0326,h920103,{}
flowergam0326,valorant_jpn,{}
flowergam0326,Maghla,{}
flowergam0326,JLTomy,{}
flowergam0326,Smzinho,{}
flowergam0326,jinu6734,{}
flowergam0326,cyr,{}
bgirl_0,HBomb94,{}
bgirl_0,kanae_2434,{}
bgirl_0,cabochardlol,{}
bgirl_0,Pestily,{}
bgirl_0,seoldam99,{}
