Source,Target,Weight
hanryang1125,lcs,{}
hanryang1125,Eret,{}
hanryang1125,valorant_jpn,{}
hanryang1125,nyanners,{}
hanryang1125,kanae_2434,{}
hanryang1125,pgod,{}
hanryang1125,jiudau,{}
hanryang1125,AsunaWEEB,{}
lcs,MissaSinfonia,{}
lcs,Tuli_acosta,{}
lcs,erenjjing,{}
lcs,beryl0202,{}
lcs,ronaronakr,{}
lcs,MrSavage,{}
lcs,dtn_mukai,{}
lcs,Locklear,{}
lcs,ops1x,{}
Eret,iitztimmy,{}
Eret,karljacobs,{}
Eret,t1_keria,{}
Eret,killin9hit,{}
Eret,hanryang1125,{}
Eret,t1_teddy,{}
Eret,awesamdude,{}
Eret,DreamAlt_,{}
Eret,kato_junichi0817,{}
Eret,Nihachu,{}
Eret,sapnapalt,{}
Eret,obm1025,{}
Eret,AriGameplays,{}
Eret,Fundy,{}
Eret,ao_o5,{}
Eret,shivfps,{}
Eret,aXoZer,{}
Eret,kumikomii,{}
Eret,aimsey,{}
Eret,gumayusi,{}
Eret,Ponce,{}
Eret,Doigby,{}
Eret,elded,{}
Eret,JackManifoldTV,{}
Eret,tommyinnitalt,{}
Eret,pjs9073,{}
Eret,silphtv,{}
Eret,rkdwl12,{}
Eret,Antfrost,{}
Eret,Purpled,{}
Eret,Inoxtag,{}
Eret,jasper7se,{}
Eret,shibuyahal,{}
Eret,JLAmaru,{}
Eret,Technoblade,{}
Eret,nniru,{}
Eret,handongsuk,{}
Eret,dreamwastaken,{}
Eret,agueppo,{}
Eret,aminematue,{}
valorant_jpn,dda_ju,{}
valorant_jpn,AsunaWEEB,{}
valorant_jpn,gongparipa,{}
valorant_jpn,2chamcham2,{}
valorant_jpn,loud_coringa,{}
valorant_jpn,Punz,{}
valorant_jpn,Nmplol,{}
valorant_jpn,Philza,{}
valorant_jpn,canna,{}
valorant_jpn,RanbooLive,{}
nyanners,dda_ju,{}
nyanners,RobertoCein,{}
nyanners,Sykkuno,{}
nyanners,shroud,{}
nyanners,ShahZaM,{}
kanae_2434,lol_woolf,{}
kanae_2434,WARDELL,{}
kanae_2434,agueppo,{}
AsunaWEEB,pokimane,{}
AsunaWEEB,2chamcham2,{}
AsunaWEEB,TinaKitten,{}
AsunaWEEB,Tubbo,{}
AsunaWEEB,k4sen,{}
AsunaWEEB,zilioner,{}
AsunaWEEB,tommyinnit,{}
AsunaWEEB,kuiki771,{}
AsunaWEEB,leechunhyang,{}
AsunaWEEB,Inoxtag,{}
AsunaWEEB,JackManifoldTV,{}
AsunaWEEB,awesamdude,{}
AsunaWEEB,ranboobutnot,{}
AsunaWEEB,tmxk319,{}
aba4647,lyj0729,{}
aba4647,awesamdude,{}
