Source,Target,Weight
hanryang1125,heavenly_narin,{}
hanryang1125,LeBouseuh,{}
hanryang1125,laurebv,{}
hanryang1125,lululuvely,{}
hanryang1125,bang,{}
hanryang1125,Ninja,{}
hanryang1125,valorant_jpn,{}
hanryang1125,BoomerNA,{}
heavenly_narin,bakzera,{}
heavenly_narin,baalzebb,{}
heavenly_narin,ludwig,{}
heavenly_narin,zoodasa,{}
heavenly_narin,ShahZaM,{}
heavenly_narin,Ninja,{}
heavenly_narin,tfue,{}
heavenly_narin,NICKMERCS,{}
heavenly_narin,hanjoudesu,{}
LeBouseuh,Sykkuno,{}
LeBouseuh,pokimane,{}
LeBouseuh,Robleis,{}
LeBouseuh,TubboLIVE,{}
LeBouseuh,JustaMinx,{}
LeBouseuh,ludwig,{}
LeBouseuh,Doigby,{}
LeBouseuh,aminematue,{}
LeBouseuh,Domingo,{}
LeBouseuh,GeorgeNotFound,{}
LeBouseuh,Quackity,{}
LeBouseuh,CaptainPuffy,{}
LeBouseuh,Punz,{}
LeBouseuh,Gotaga,{}
LeBouseuh,Foolish_Gamers,{}
LeBouseuh,tsm_imperialhal,{}
LeBouseuh,obm1025,{}
lululuvely,pjs9073,{}
lululuvely,yapyap30,{}
lululuvely,dopa24,{}
lululuvely,snip3down,{}
lululuvely,tenz,{}
lululuvely,collet11,{}
Ninja,nodolly,{}
Ninja,dtn_mukai,{}
Ninja,Amouranth,{}
Ninja,karlnetwork,{}
Ninja,dasoku_aniki,{}
Ninja,sah_yang,{}
Ninja,shivfps,{}
Ninja,ElMariana,{}
valorant_jpn,sapnapalt,{}
valorant_jpn,oniyadayo,{}
valorant_jpn,RebeuDeter,{}
valorant_jpn,cherrypach,{}
valorant_jpn,iam_xq,{}
valorant_jpn,mister903,{}
valorant_jpn,fps_shaka,{}
valorant_jpn,rainblue37,{}
valorant_jpn,yamatonjp,{}
BoomerNA,AriGameplays,{}
BoomerNA,JustaMinx,{}
BoomerNA,alanzoka,{}
BoomerNA,Squeezie,{}
BoomerNA,handongsuk,{}
BoomerNA,BadBoyHalo,{}
BoomerNA,t1_keria,{}
BoomerNA,CaptainPuffy,{}
BoomerNA,Domingo,{}
BoomerNA,Sapnap,{}
BoomerNA,Gotaga,{}
BoomerNA,elded,{}
BoomerNA,Foolish_Gamers,{}
BoomerNA,Technoblade,{}
BoomerNA,lck_korea,{}
BoomerNA,woowakgood,{}
BoomerNA,Fundy,{}
BoomerNA,tmxk319,{}
BoomerNA,tommyinnitalt,{}
BoomerNA,pokimane,{}
BoomerNA,ranboobutnot,{}
BoomerNA,tommyinnit,{}
BoomerNA,ludwig,{}
BoomerNA,WilburSoot,{}
BoomerNA,kumikomii,{}
BoomerNA,stylishnoob4,{}
BoomerNA,dreamwastaken,{}
BoomerNA,karlnetwork,{}
BoomerNA,fps_shaka,{}
BoomerNA,Nihachu,{}
BoomerNA,zilioner,{}
BoomerNA,ElSpreen,{}
BoomerNA,NimuVT,{}
BoomerNA,nanayango3o,{}
BoomerNA,pjs9073,{}
aba4647,playapex,{}
aba4647,kanetv8,{}
aba4647,ElMariana,{}
aba4647,nats,{}
aba4647,adolfz,{}
aba4647,gumayusi,{}
aba4647,collet11,{}
playapex,surugamonkey0113,{}
playapex,yamatonjp,{}
playapex,mokouliszt1,{}
playapex,TheKAIRI78,{}
ElMariana,auronplay,{}
ElMariana,s1032204,{}
ElMariana,bbonge_,{}
ElMariana,Nmplol,{}
ElMariana,dreamwastaken,{}
ElMariana,ibai,{}
ElMariana,rainblue37,{}
ElMariana,natalan,{}
ElMariana,TinaKitten,{}
ElMariana,komanche,{}
adolfz,dtn_mukai,{}
adolfz,iam_xq,{}
adolfz,qq102qq,{}
adolfz,xXxTheFocuSxXx,{}
adolfz,tsm_imperialhal,{}
gumayusi,Tuli_acosta,{}
gumayusi,DavyJones,{}
gumayusi,tttcheekyttt,{}
gumayusi,bang,{}
gumayusi,mizkif,{}
gumayusi,tmxk319,{}
gumayusi,gafallen,{}
gumayusi,yourragegaming,{}
gumayusi,silversigle,{}
gumayusi,academy,{}
collet11,snow_hite,{}
collet11,Markiplier,{}
collet11,dmf_kyochan,{}
collet11,Carola,{}
collet11,flamekr,{}
collet11,karchez,{}
collet11,ZeratoR,{}
collet11,39daph,{}
collet11,jacksepticeye,{}
collet11,gent,{}
collet11,BoomerNA,{}
collet11,mokouliszt1,{}
collet11,swon5274,{}
collet11,xkwhd,{}
collet11,JLAmaru,{}
collet11,itsRyanHiga,{}
collet11,jaewon4915,{}
collet11,moistcr1tikal,{}
collet11,Squeezie,{}
collet11,8ljaywalking,{}
collet11,shroud,{}
collet11,yasmanrox,{}
collet11,Sommerset,{}
collet11,EASPORTSFIFA,{}
collet11,t1_ellim,{}
collet11,rkdwl12,{}
collet11,surugamonkey0113,{}
handongsuk,TPAIN,{}
handongsuk,mamabenjyfishy1,{}
handongsuk,radiyu,{}
handongsuk,bjshaco,{}
handongsuk,calango,{}
handongsuk,otzdarva,{}
handongsuk,Kaydop,{}
handongsuk,michou_twitch,{}
calango,Terracid,{}
calango,Joueur_du_Grenier,{}
calango,Squeezie,{}
calango,shroud,{}
calango,rkdwl12,{}
calango,SypherPK,{}
calango,k4sen,{}
calango,qcnb123,{}
calango,GeorgeNotFound,{}
calango,Clix,{}
calango,handongsuk,{}
calango,AntoineDaniel,{}
calango,Sapnap,{}
calango,juansguarnizo,{}
Kaydop,RanbooLive,{}
Kaydop,Punz,{}
Kaydop,dmf_kyochan,{}
Kaydop,Inoxtag,{}
Kaydop,zilioner,{}
Kaydop,Quackity,{}
Kaydop,tommyinnitalt,{}
Kaydop,JackManifoldTV,{}
Kaydop,GeorgeNotFound,{}
Kaydop,sapnapalt,{}
Kaydop,lck_korea,{}
Kaydop,iitztimmy,{}
michou_twitch,rngudwnswkd,{}
michou_twitch,Loserfruit,{}
michou_twitch,rooftopcat99,{}
michou_twitch,Kyedae,{}
michou_twitch,hejin0_0,{}
michou_twitch,kawashima_of_legend,{}
michou_twitch,AsunaWEEB,{}
michou_twitch,bokugaimodesuyo,{}
michou_twitch,inecr7024,{}
michou_twitch,JaggerPrincesa,{}
michou_twitch,drututt,{}
