Source,Target,Weight
hanryang1125,Perxitaa,{}
hanryang1125,noelmiller,{}
hanryang1125,dfm_evi_lol,{}
hanryang1125,dda_ju,{}
hanryang1125,tommyinnitalt,{}
hanryang1125,twitchpresentskr,{}
hanryang1125,kimnamsoon,{}
hanryang1125,lcs,{}
Perxitaa,yoshinama222,{}
Perxitaa,michaelreeves,{}
Perxitaa,skeppy,{}
Perxitaa,Eret,{}
Perxitaa,lilypichu,{}
Perxitaa,tfue,{}
Perxitaa,rkdwl12,{}
Perxitaa,flowergam0326,{}
Perxitaa,h920103,{}
Perxitaa,jasper7se,{}
Perxitaa,t1_teddy,{}
Perxitaa,liok0485,{}
Perxitaa,Technoblade,{}
Perxitaa,nanayango3o,{}
Perxitaa,kato_junichi0817,{}
Perxitaa,aimsey,{}
Perxitaa,mokouliszt1,{}
Perxitaa,sutanmi,{}
Perxitaa,t1esports,{}
dda_ju,aceu,{}
dda_ju,mother3rd,{}
dda_ju,looksam,{}
dda_ju,juansguarnizo,{}
dda_ju,rlawnsvy7,{}
dda_ju,x2Twins,{}
dda_ju,som0322,{}
dda_ju,Robleis,{}
dda_ju,fr_zod,{}
dda_ju,Eret,{}
tommyinnitalt,elded,{}
tommyinnitalt,NimuVT,{}
tommyinnitalt,spygea,{}
tommyinnitalt,Ponce,{}
tommyinnitalt,ElMariana,{}
tommyinnitalt,xQcOW,{}
tommyinnitalt,skeppy,{}
tommyinnitalt,Locklear,{}
tommyinnitalt,faker,{}
tommyinnitalt,Maghla,{}
tommyinnitalt,Technoblade,{}
tommyinnitalt,TinaKitten,{}
tommyinnitalt,lazvell,{}
tommyinnitalt,lck_korea,{}
tommyinnitalt,TheGrefg,{}
tommyinnitalt,yufuna,{}
tommyinnitalt,AntoineDaniel,{}
tommyinnitalt,tommyinnit,{}
tommyinnitalt,aimsey,{}
tommyinnitalt,leechunhyang,{}
tommyinnitalt,GeorgeNotFound,{}
tommyinnitalt,tsm_imperialhal,{}
tommyinnitalt,JustaMinx,{}
tommyinnitalt,JLAmaru,{}
tommyinnitalt,nniru,{}
tommyinnitalt,JackManifoldTV,{}
tommyinnitalt,woowakgood,{}
tommyinnitalt,ibai,{}
tommyinnitalt,dtn_mukai,{}
kimnamsoon,nokokopuffs,{}
kimnamsoon,a60426042,{}
kimnamsoon,skeppy,{}
kimnamsoon,TenZ,{}
kimnamsoon,xCry,{}
kimnamsoon,PlayHard,{}
kimnamsoon,PRINCE__OFF,{}
kimnamsoon,hongja1027,{}
kimnamsoon,ludwig,{}
kimnamsoon,awesamdude,{}
kimnamsoon,MissaSinfonia,{}
kimnamsoon,jean_mago,{}
kimnamsoon,michou_twitch,{}
kimnamsoon,AverageJonas,{}
kimnamsoon,Masayoshi,{}
kimnamsoon,karljacobs,{}
kimnamsoon,nanayango3o,{}
lcs,michaelreeves,{}
lcs,SkyrrozTV,{}
lcs,stansmith_jp,{}
lcs,faide,{}
lcs,nanayango3o,{}
lcs,MoMaN,{}
lcs,syaruru3,{}
lcs,emiru,{}
lcs,ars4321,{}
