Source,Target,Weight
hanryang1125,tmxk319,{}
hanryang1125,PGL,{}
hanryang1125,PlayHard,{}
hanryang1125,yamatonjp,{}
hanryang1125,slemf4062,{}
hanryang1125,cpt_sama,{}
hanryang1125,esstree,{}
hanryang1125,chimin941214,{}
tmxk319,ringkyu1123,{}
tmxk319,lita282,{}
tmxk319,JLTomy,{}
tmxk319,kimnamsoon,{}
tmxk319,AverageJonas,{}
PGL,dmf_kyochan,{}
PGL,karchez,{}
PlayHard,auronplay,{}
PlayHard,Joueur_du_Grenier,{}
PlayHard,saddummy,{}
PlayHard,silphtv,{}
PlayHard,JustaMinx,{}
PlayHard,RebeuDeter,{}
yamatonjp,canna,{}
yamatonjp,wkddydwns0318,{}
yamatonjp,yapyap30,{}
yamatonjp,Slimecicle,{}
yamatonjp,cherrypach,{}
yamatonjp,jaewon4915,{}
yamatonjp,michou_twitch,{}
yamatonjp,LakshartNia,{}
yamatonjp,sasatikk,{}
yamatonjp,bebe872,{}
yamatonjp,Nihachu,{}
yamatonjp,t1_ellim,{}
yamatonjp,QTCinderella,{}
yamatonjp,dreamwastaken,{}
yamatonjp,aroyitt,{}
yamatonjp,valorant_jpn,{}
yamatonjp,pijack11,{}
yamatonjp,agueppo,{}
slemf4062,zackrawrr,{}
slemf4062,Nmplol,{}
slemf4062,TheKAIRI78,{}
slemf4062,Smajor,{}
slemf4062,su_ning,{}
slemf4062,JASONR,{}
slemf4062,AntoineDaniel,{}
slemf4062,Perxitaa,{}
slemf4062,Doigby,{}
slemf4062,iq200yukaf,{}
slemf4062,swab85,{}
slemf4062,t1_ellim,{}
slemf4062,loud_voltan,{}
slemf4062,lllllamar,{}
slemf4062,tmxk319,{}
slemf4062,aceu,{}
slemf4062,lol_nemesis,{}
slemf4062,bighead033,{}
slemf4062,gotaga,{}
esstree,LanuSky,{}
esstree,NOBRU,{}
esstree,Kamet0,{}
esstree,5uppp,{}
esstree,Locklear,{}
esstree,ow_pepper,{}
esstree,SypherPK,{}
esstree,yamatonjp,{}
esstree,t1_teddy,{}
esstree,emiru,{}
esstree,Philza,{}
esstree,QuackityToo,{}
esstree,Mizkif,{}
esstree,buddha,{}
esstree,WilburSoot,{}
esstree,dda_ju,{}
esstree,Technoblade,{}
esstree,Subroza,{}
esstree,jinjalim,{}
esstree,Mayichi,{}
esstree,Ninja,{}
esstree,rkdwl12,{}
esstree,Corpse_Husband,{}
esstree,ta1yo_tv,{}
esstree,nicewigg,{}
chimin941214,moistcr1tikal,{}
chimin941214,BENIJU03,{}
chimin941214,JustaMinx,{}
chimin941214,shivfps,{}
chimin941214,JLAmaru,{}
chimin941214,StableRonaldo,{}
chimin941214,chodan_,{}
chimin941214,JeelTV,{}
chimin941214,lol_khan,{}
chimin941214,iam_xq,{}
chimin941214,dopa24,{}
chimin941214,jungryeok,{}
chimin941214,playapex,{}
chimin941214,taxi2g,{}
chimin941214,Tubbo,{}
chimin941214,summit1g,{}
chimin941214,AgenteMaxo,{}
chimin941214,sal_gu,{}
chimin941214,michou_twitch,{}
chimin941214,gongparipa,{}
chimin941214,tarik,{}
chimin941214,johnny3047258,{}
chimin941214,kimddolbok,{}
chimin941214,sn400ja,{}
aba4647,Slimecicle,{}
aba4647,riotgameslatam,{}
aba4647,ju10506,{}
aba4647,PGL,{}
aba4647,lol_cuvee,{}
aba4647,kimdoe,{}
aba4647,Jinnytty,{}
Slimecicle,killin9hit,{}
Slimecicle,HasanAbi,{}
Slimecicle,k4sen,{}
Slimecicle,dreamwastaken,{}
Slimecicle,Sykkuno,{}
Slimecicle,paka9999,{}
Slimecicle,spygea,{}
Slimecicle,ThisIsNotGeorgeNotFound,{}
